MathRes-MX,ReadingRes-MX,ScienceRes-MX,MathRes-JP,ReadingRes-JP,ScienceRes-JP,MathRes-UK,ReadingRes-UK,ScienceRes-UK
367.8221,362.4609,382.0776,584.4446,531.6713,572.9579,508.8877,473.5716,509.5487
335.2625,360.5362,294.9832,596.0508,592.7182,600.2797,408.4047,451.33099999999996,459.1943
487.8564,520.4359,459.3808,383.5566,364.7064,357.7396,562.5565,523.5337,581.3502
568.0869,582.3921,540.5073,507.0182,377.6177,447.3517,448.2084,475.0014,465.9082
481.54699999999997,528.4636,444.5543,568.1648,541.9362,568.4819,382.6998,400.4951,320.8131
353.0223,414.9515,318.6684,562.7123,511.3821,598.6013,573.4616,597.3506,603.73
423.2824,563.8053,444.1813,495.49,498.4335,536.8706,487.8564,506.9327,535.6583
479.6775,524.4075,479.0563,504.9151,571.2718,602.8907,568.788,614.2717,568.3887
453.5052,527.822,458.3551,470.7197,542.1206,579.765,449.29900000000004,444.1822,414.1552
408.5605,408.1718,439.8918,580.5499,562.1452,661.1712,635.1535,618.121,669.1906
486.2985,518.8473,413.6889,519.637,481.3894,549.9254,469.1619,554.5913,478.4036
370.9378,411.7743,405.2033,466.0461,508.5213,485.30400000000003,457.7115,525.9167,531.3689
503.6688,414.7477,469.3584,507.3298,443.4574,494.6289,648.3954,643.7833,716.7475
360.0327,441.1638,363.2413,472.3555,541.856,551.9769,537.3968,464.2277,491.1787
505.2267,542.0412,505.7255,561.7775,560.9457,648.5826,568.4764,570.4775,572.6781
494.2437,489.1682,472.2492,568.4764,626.0792,550.2984,388.8534,398.9065,440.8243
410.3521,427.3428,402.5923,501.4878,507.61300000000006,461.712,591.8445,541.8823,579.2055
311.8944,439.0986,309.903,529.0622,518.8402,538.549,709.7757,656.6946,667.1391
347.0245,389.3748,377.1354,493.3089,551.9605,508.8959,565.2049,627.5884,628.3476
455.2189,415.2693,440.4513,523.6096,599.8669,588.1574,497.1257,525.9961,515.2369
491.8289,478.4222,450.7087,491.4395,511.6191,475.3264,528.8285,565.6322,562.9802
347.5697,372.0588,351.3055,470.564,487.8049,403.5248,664.5973,597.484,701.7344
449.29900000000004,375.9336,385.8075,582.9646,574.816,549.8322,574.2405,538.7051,493.7896
377.403,483.1034,419.0974,470.1745,506.7308,463.2973,516.2876,471.5254,518.5938
486.9995,503.9143,444.3678,381.5314,344.8934,296.6617,646.9154,628.9473,630.1194
458.6462,520.2837,476.2589,522.9864,553.0833,558.5043,618.3284,563.7491,631.4248
426.2424,428.4548,448.2842,406.769,471.9036,420.9623,652.9911,637.1995,681.1264
358.6306,408.653,363.0548,609.059,649.0347,589.0899,594.5708,662.6174,608.0194
473.0566,452.35900000000004,449.4965,469.084,507.5328,498.3588,555.2345,618.9304,602.5177
529.9969,585.2516,513.1854,455.7641,482.1913,398.8624,524.3106,572.3044,527.5457
451.0905,431.3938,476.2589,410.1184,520.6742,522.8833,473.7576,509.2362,488.1015
208.062,258.2342,256.1917,487.1553,553.9654,439.7986,609.4485,565.9946,656.1358
359.4096,416.3813,422.4543,437.9265,475.1603,429.44800000000004,603.9959,683.905,656.1358
364.23900000000003,404.3224,343.4726,597.6866,539.9314,540.6005,449.0653,445.3018,463.204
357.0728,379.7829,333.2152,452.0252,538.7051,479.7091,517.3002,600.8995,572.3051
319.6838,349.309,348.135,517.6897,533.997,524.8415,474.7702,527.1002,575.1026
445.8716,423.2124,385.4345,560.2976,592.6192,499.2913,586.1583,592.8597,603.0772
433.2528,455.6469,410.9847,504.1362,570.4775,507.031,678.6182,727.7509,665.3674
344.7655,376.2544,387.2995,578.1352,631.5599,613.0548,399.7585,416.9932,416.3931
514.7297,462.7041,481.8538,575.7984,576.832,587.9709,587.1709,592.7182,602.5177
377.403,340.9218,321.4659,307.9997,355.7754,273.163,429.0466,425.1187,510.2014
602.7496,563.7491,602.1447,534.5926,573.3725,518.8736,509.6666,538.0869,516.6356
477.8081,520.1182,431.1264,532.9568,515.6324,542.4655,492.4521,472.3274,536.8706
407.8595,380.2641,409.6792,557.026,573.893,530.3432,418.1415,400.4951,343.2861
398.668,445.0613,439.8918,607.1896,584.0383,643.1742,612.4085,551.72,563.9127
327.0058,317.8869,309.3435,420.0888,457.1294,464.1365,329.5763,411.8537,323.3308
381.843,463.4045,373.6852,453.5831,465.9118,401.9396,529.9969,549.5871,537.9896
412.2215,514.2403,433.3644,560.3754,537.0444,528.6647,695.0537,677.1533,684.2037
478.8986,465.1099,382.0776,630.4019,636.7261,566.9899,300.8335,319.9578,337.3182
396.7207,352.9178,418.7244,581.3289,542.8986,594.0321,556.4808,559.5790000000001,554.4946
321.5532,343.9402,335.4532,614.7453,643.8635,655.0168,515.8202,541.0880000000001,502.3685
489.0248,473.5716,413.7822,639.6713,589.4615,669.0041,452.96,462.6896,443.6218
355.5928,437.8277,384.5953,558.8176,527.4209999999999,636.8333,517.5339,492.9374,516.5423
395.7859,444.897,404.4573,601.6591,629.0976,644.9459,488.5574,529.1733,480.7348
310.1807,320.9202,283.0474,419.23199999999997,473.1293,489.3137,455.9199,519.8799,530.3432
283.3853,243.8571,263.6516,592.1561,641.1711,686.0686,519.7928,566.5059,565.125
418.7646,395.5011,327.6203,605.3201,619.3239,608.6721,425.5414,476.9872,493.0436
424.9182,372.8862,451.0817,589.8972,659.4402,641.0295,378.7272,344.0162,321.2794
406.6911,448.8686,454.8116,469.1619,449.3116,492.1112,489.3363,428.2204,504.04699999999997
438.7054,402.7186,468.6125,510.9129,526.711,575.1026,508.5761,529.0939,540.6005
362.8369,368.7227,397.9299,510.5234,536.3226,511.6001,692.9506,638.2498,713.204
364.1611,493.4294,414.4349,619.1852,606.974,659.959,629.7788,718.7651,693.5285
302.3134,429.0108,373.6852,491.2058,579.1355,571.4659,529.0622,550.8378,497.4263
275.5959,382.8614,323.3308,500.7088,518.8473,528.8512,436.3686,460.8627,429.44800000000004
210.9441,233.9893,237.542,659.9237,671.9315,807.0123,358.9422,330.3831,438.3999
381.5314,441.7992,402.5923,598.4655,604.087,699.1235,614.0442,535.6811,616.7848
295.6146,424.3244,394.8527,555.2345,473.1293,548.4334,535.9947,503.0419,619.862
390.3334,340.8424,360.6304,746.5415,702.3252,755.9119999999999,435.9012,464.2277,461.4323
376.3125,384.0332,364.3603,558.8955,614.5123,661.8239,438.0823,483.6594,486.7027
313.2965,320.4286,301.8836,616.3032,633.2280000000001,638.5117,570.3458,593.3409,642.8944
343.1298,363.9568,359.6979,530.7758,563.8847,604.1962,535.6052,507.6475,479.1496
390.5671,360.5362,321.0929,558.7397,565.1556,607.7396,491.05,477.7004,577.154
398.1228,428.2165,391.4025,578.9142,603.8385,642.0552,469.9408,444.2593,448.0045
382.3103,323.1656,397.9299,665.1425,610.1818,716.8407,596.3624,585.4899,620.8877
369.6136,403.3601,402.5923,576.5773,593.4211,641.1227,561.7775,541.2947,533.8866
246.3078,284.6722,263.6516,509.6666,559.3571,572.5849,394.3839,367.9284,368.74300000000005
540.1231,578.9861,489.5934,501.8772,548.5122,542.1858,399.7585,417.8905,393.9202
352.5549,367.2929,364.9198,583.1204,608.5779,649.7949,459.6588,449.9806,474.3939
449.6105,457.05,412.6632,539.4999,531.5911,550.9511,569.6448,599.0347,620.1417
307.1429,332.9787,327.9,565.127,533.5158,620.7945,458.1788,425.8336,489.9664
565.9059,522.8499,462.2715,548.6135,542.6766,577.2473,588.4172,596.3883,571.5591
420.7898,415.3893,339.1831,535.5273,556.4182,620.7945,430.916,394.5387,461.3391
395.1628,375.0772,335.3599,560.9207,583.4247,626.3894,571.2806,590.9707,577.8068
303.1703,386.3564,373.4987,683.2918,635.1222,662.5699,577.3563,532.4733,534.0731
387.6071,315.3065,373.3122,499.7741,502.7211,536.9638,466.4356,493.4294,494.3491
402.5627,410.8211,346.64300000000003,624.1704,656.263,679.821,531.4769,437.0418,544.6102
431.1497,401.7562,370.608,460.4378,517.4769,547.1279,463.3977,442.5752,483.7188
385.1145,354.4251,387.0198,319.6059,304.3836,309.6233,443.9243,543.3915,539.668
378.18199999999996,386.9918,402.5923,403.0301,347.038,395.3189,447.5074,541.3263,502.3685
462.3072,507.727,534.7258,487.9343,543.3121,489.2204,463.6314,491.5741,481.8538
581.4847,595.8269,563.9127,551.5735,549.5547,534.0731,517.456,534.1775,542.4655
329.6542,316.9104,337.1317,575.1753,621.9488,565.6844,572.2153,527.5814,622.7527
443.3011,488.5841,408.1872,481.2354,497.1877,471.0369,649.7975,607.0542,647.8366
439.1728,445.8632,406.3223,506.6288,487.3238,505.3525,480.1449,544.1064,549.8322
427.8003,360.1442,417.5121,541.6031,464.3079,558.038,581.251,606.9363,623.3122
376.8578,404.964,447.3517,402.1732,414.5873,434.5767,444.158,446.6651,480.9213
366.2642,404.964,352.23800000000006,447.4295,434.4756,455.6509,584.3667,571.2718,584.4275
394.5396,368.7227,439.6121,529.2958,556.4182,589.0899,557.4155,532.3931,581.7232
629.8567,580.1681,611.0966,496.4247,480.1644,508.8959,458.2567,505.2071,522.6035
306.5197,435.4448,376.4827,323.1111,321.0641,352.611,355.5149,372.5354,323.2376
556.6365,467.6761,555.1473,465.5009,540.2143,509.9217,604.0738,600.1052,618.9295
278.3222,337.6808,289.1085,473.5239,548.1574,491.1787,490.2711,418.4367,462.1783
449.1432,431.5886,468.426,462.1514,514.0815,467.5867,476.0165,473.0156,475.3264
488.5574,431.5886,465.815,571.9037,571.1924,527.2659,473.9913,495.0224,482.7863
443.379,445.0613,446.4192,381.7651,414.2367,362.4953,522.0517,482.2296,515.1436
475.3155,444.4197,454.6251,505.694,507.61300000000006,552.5364,708.9967,692.8623,715.9082
441.899,406.6481,468.1462,557.1818,501.43800000000005,565.7777,463.3198,400.1523,417.8851
505.8498,536.4830000000001,532.4879,403.8869,456.5291,481.8538,423.9835,444.9765,425.2518
447.5074,420.20099999999996,408.1872,451.9473,530.762,468.79900000000004,421.5688,350.4317,397.7434
370.4705,454.6671,384.5021,448.9095,433.8561,449.8695,353.1002,398.9065,385.5278
359.3317,359.191,322.3051,435.5897,482.2296,490.8989,418.5309,497.6392,494.9086
504.6035,472.7773,520.0858,417.6741,380.5579,386.4603,385.8155,349.6593,326.4081
403.0301,356.80800000000005,344.1253,633.985,611.7856,625.4569,575.0195,626.8735,592.8198
443.5348,426.7073,424.3193,562.5565,556.1799,540.414,462.5409,451.4768,463.577
449.6884,446.6651,386.6468,401.8617,491.7613,452.9467,561.1544,548.8722,617.9038
363.6158,314.3442,338.2507,476.8733,456.0968,560.1828,272.7138,225.5689,267.3816
416.3499,432.2301,501.1563,601.6591,587.5669,604.1962,516.0539,604.0768,548.9929
501.7993,453.8827,436.1619,513.7171,493.6677,475.3264,620.1979,577.302,633.5696
351.6981,387.7861,331.7232,464.7219,538.0067,546.2887,573.4616,497.9896,606.8072
508.1087,482.7527,474.3006,501.1762,479.3845,490.1529,547.7567,503.5231,554.3081
373.4304,403.0393,383.5696,463.0083,468.879,479.2428,597.5308,620.9278,626.3894
390.5671,396.9446,354.3827,472.2776,428.2204,468.1462,564.9712,556.1799,576.3148
463.7872,475.9546,420.5893,475.7828,520.4441,503.67400000000004,400.7711,414.8279,454.8116
574.7079,501.037,563.9127,498.6836,512.4246,587.0384,520.1823,599.0726,621.1675
508.1866,481.1488,528.7579,445.6379,371.5229,443.6218,434.8886,481.1488,468.5192
489.57,508.5213,510.7609,518.3907,519.8827,507.031,434.8886,409.7757,459.1943
426.3982,345.2993,416.2066,511.1466,425.0126,505.166,600.8023,539.6908,638.7915
370.9378,433.834,334.5207,482.4038,433.2727,452.0142,613.8885,594.5451,604.9422
406.2237,422.6068,363.1481,441.0422,428.2204,394.1999,587.4825,615.7954,608.3924
449.7663,447.836,402.2193,480.2228,504.6458,507.9634,481.7807,445.3018,454.8116
387.5292,368.0745,398.8624,556.6365,549.2339,559.3435,446.1832,431.4282,503.67400000000004
410.3521,374.2829,389.5375,508.0308,583.9013,551.5106,481.4691,484.13599999999997,477.1913
415.57099999999997,555.3856,446.4192,489.4921,545.144,531.1824,516.2876,548.2368,561.4883
392.9818,367.1341,402.3126,453.5052,455.4865,473.2749,428.5792,441.7733,477.8441
469.5513,499.4331,484.6512,475.0818,453.0005,443.6218,663.5068,642.7597,666.8594
366.5758,385.8777,369.5822,454.2842,435.3577,490.8989,359.3317,334.6334,373.6852
368.2895,406.6907,378.3476,482.4038,525.2558,513.8381,410.7415,418.7642,365.5725
408.3268,290.4462,301.6971,478.587,456.8499,551.0444,471.966,461.5776,460.4066
506.473,440.3695,481.8538,560.1418,537.5255,536.8706,532.4895,390.4488,480.0821
391.9692,411.7743,424.972,452.1031,506.6506,459.3808,394.4618,438.3837,419.5636
461.2946,497.9896,501.436,540.4346,498.7916,575.4756,562.7123,469.681,571.5591
530.62,462.0625,521.0183,470.1745,520.3639,511.7866,543.1609,591.9238,610.8169
405.2111,393.0952,360.6304,592.1561,542.0164,608.3924,356.13800000000003,356.80800000000005,275.5875
349.9065,368.7227,374.6177,511.2245,518.8402,493.3234,554.0661,570.4053,608.6721
353.8012,392.7109,409.1197,457.32199999999995,446.9057,507.031,386.5945,415.587,401.3801
373.5083,430.6262,418.1649,521.2728,420.20099999999996,477.0048,477.7302,538.0869,558.038
377.2472,352.9178,371.1675,448.1305,436.4804,453.8791,490.349,501.6108,476.2589
438.8612,538.3873,479.6158,350.1402,326.61400000000003,365.2928,401.8617,388.043,430.56699999999995
475.5492,457.8924,420.3096,409.651,335.9165,335.4532,597.9202,636.3258,562.141
424.9182,388.1232,445.207,419.3099,415.6299,402.5923,379.1946,408.1718,370.3282
412.3773,524.8841,406.8818,430.9939,413.7854,390.1902,592.1561,614.1915,603.73
476.3281,506.0091,451.7344,561.0765,492.376,508.6162,599.4002,556.7722,615.1996
556.325,549.9843,560.1828,470.4082,509.9386,493.9761,442.67800000000005,444.2593,435.8821
501.7993,369.0369,387.486,606.9559,610.9873,637.5793,432.4739,435.3577,372.473
490.8942,531.5563,472.5289,642.8649,599.2753,700.0559,435.9012,477.8608,503.3943
511.61400000000003,458.5339,448.2842,518.936,541.2145,557.1056,486.3764,503.3627,511.8799
482.4817,420.6821,529.9702,568.788,570.9666,628.0679,502.1109,526.711,486.6095
371.4052,422.5769,306.5461,516.1318,585.4899,570.5334,505.8498,578.1823,564.0992
401.3943,346.5022,407.5345,585.2236,595.8269,637.2995,495.49,507.9653,491.1787
531.5548,541.5646,459.1011,488.0122,520.6742,536.8706,311.5049,233.2676,308.411
586.3919999999999,581.439,511.6934,505.2267,538.0067,562.141,515.8202,518.053,497.7061
420.4783,440.0517,506.0985,552.5861,490.6117,475.2331,488.2458,537.9108,582.9355
622.6905,589.4114,592.1671,490.1153,512.4246,507.031,435.5897,511.6191,481.574
461.3725,476.8283,501.7158,638.9702,698.5997,639.4442,453.2715,420.9227,442.6893
499.9299,539.3405,486.5162,432.4739,413.1246,445.207,334.7951,322.3637,336.7587
385.4261,353.6395,422.1746,535.2158,627.1118,551.7904,394.3839,464.8342,426.5573
395.8638,437.9865,435.2294,542.8494,590.2558,563.9127,400.6154,491.0465,433.0847
442.67800000000005,377.6979,435.1361,487.8564,594.5451,628.2544,441.5875,429.7441,483.7188
503.3572,483.1034,450.1492,501.2541,629.7492,646.9041,448.0527,369.517,412.6632
359.3317,352.9159,401.9396,459.8925,525.0429,473.3681,494.8668,490.4904,483.7188
423.2045,341.7162,351.2122,596.0508,636.7261,630.1194,640.1387,511.6227,617.4375
424.0614,431.1074,440.4513,515.8981,570.4775,555.8001,280.7369,274.7558,291.8128
409.1837,385.7975,388.8847,548.5356,612.4965,535.6583,485.4417,522.7697,467.5867
548.7693,514.0285,542.4655,486.2985,548.2368,539.0153,562.2449,594.3068,564.2857
321.3974,399.8597,362.1223,601.8149,599.7565,584.5207,559.9081,619.0833,603.4502
488.869,503.9143,484.2783,518.2349,561.7401,564.1925,429.1245,428.1402,443.6218
341.3382,279.9188,361.5628,575.0974,582.3921,582.2827,395.0849,444.1822,448.2842
492.9195,503.5966,478.1238,510.0561,512.4246,550.2984,348.115,397.2384,359.6979
450.3895,585.5694,478.1238,468.4608,585.4105,494.8154,427.9561,415.2289,415.5539
475.7828,514.0285,483.7188,646.448,644.6654,720.5707,644.4228,585.4017,701.6412
363.1485,398.1122,361.5628,483.6501,468.7263,467.8665,570.268,604.087,577.9
407.0026,449.7423,480.9213,527.6601,550.3814,576.2216,614.4337,598.2328,623.0325
329.1089,380.9057,411.9172,602.4381,542.658,609.7911,293.5893,342.431,326.1283
505.8498,528.1428,446.9787,505.6161,517.4769,506.0985,488.3237,499.7044,514.4909
458.9578,493.5883,458.5416,573.929,600.6613,621.1675,545.4977,569.6832,581.9097
553.2871,524.534,521.298,560.4533,499.8341,523.8157,388.8534,424.9324,454.5319
498.7615,498.0698,512.9056,485.1301,632.4337,582.9355,406.0679,353.6395,439.6121
434.4991,364.0648,420.3096,554.0661,549.0311,573.5173,616.3032,580.59,645.9717
404.51,376.094,421.1488,483.9617,519.6422,546.8482,537.3189,492.376,520.4588
323.5784,356.0137,333.86800000000005,520.4938,579.2149,606.6207,618.8737,616.7858,641.3092
448.0527,480.7204,485.5837,469.5513,445.8632,526.9862,549.4703,605.2899,616.0388
494.9447,549.5077,502.92800000000005,535.4494,660.0757,617.9038,390.9565,294.2154,449.2167
366.42,454.6846,430.8467,537.1631,491.4939,538.8288,659.9237,676.8356,641.962
433.4865,524.4075,481.574,375.6894,396.3832,495.8411,519.0139,478.74300000000005,501.1563
496.5805,500.3955,463.8568,456.621,492.5556,540.3208,564.9712,541.8823,551.5106
419.1541,411.2994,394.1999,596.8297,566.9569,600.2797,523.6875,546.1063,568.8549
461.5283,522.8499,483.439,469.5513,530.0674,529.7837,591.8445,626.8735,637.9523
413.1563,464.0399,451.3614,525.6348,564.9173,595.9903,659.3005,651.0008,675.7180000000001
385.0366,296.7816,373.9649,515.8202,542.8986,562.0477,526.8811,566.2676,567.8292
551.6513,557.1331,493.7896,504.2919,463.3456,497.6128,383.7124,324.6893,449.31
357.7738,372.1645,417.7919,543.2388,608.4455,560.0895,375.923,362.3807,395.2257
350.6855,376.094,410.9847,487.0774,531.7946,546.1954,453.5831,510.0188,519.433
467.5261,501.3725,470.6639,518.2349,521.2302,498.3588,552.3524,586.602,604.9422
331.212,306.1311,311.022,490.8942,475.0808,530.9959,476.2502,543.4599,585.5464
357.9296,210.8933,337.3182,451.48,508.3347,611.5628,229.9501,266.9716,190.6378
341.3382,377.4601,400.7273,522.9086,506.1384,560.4625,526.4138,510.0188,507.404
531.0874,578.2617,496.7736,377.1693,316.75,407.0683,672.5425,600.4782,655.2033
462.8525,416.1912,403.5248,443.6127,438.8603,515.4233,501.8772,539.6908,591.6076
543.7841,510.7406,552.7229,523.8433,501.43800000000005,552.7229,337.5993,346.2616,350.2797
397.4217,438.6457,393.2674,456.6989,558.0068,535.0056,557.2597,537.6725,557.5718
471.5766,439.4476,409.3995,448.1305,498.9896,491.8314,605.4759,619.9630000000001,598.4148
431.2276,407.8028,377.0421,527.5043,578.3411,576.6878,400.5375,422.5266,388.3253
368.2895,403.1997,322.3984,429.9034,494.9386,493.0436,344.1424,345.6877,325.5688
558.1944,484.517,533.7001,438.8612,455.0642,537.0571,497.671,487.7898,443.6218
411.4426,477.1391,489.3137,473.9913,492.0791,505.166,547.2114,511.0613,575.1026
508.1087,493.9799,503.2078,461.3725,461.657,490.5259,498.37199999999996,510.1099,537.2436
465.9682,411.7743,510.5744,427.1771,447.9154,502.555,491.7511,550.8580000000001,547.1279
511.9255,540.6531,508.8959,538.9547,497.9094,563.9127,423.2045,478.3375,430.2872
486.2985,562.6138,491.4584,347.1024,384.5295,450.2424,471.5766,407.2095,473.3681
474.225,453.555,443.6218,580.3941,573.893,665.5539,459.8146,452.2788,537.5233
457.6336,497.1877,501.436,454.2063,454.9252,481.8538,398.3564,495.574,454.0656
433.3307,439.4476,446.32599999999996,549.3145,552.5219,561.1153,603.1391,572.8111,656.2289999999999
439.5622,421.9415,450.9884,460.282,481.4353,516.3558,437.2254,446.6651,455.0914
465.1893,482.4679,479.0563,522.0517,605.3477,578.5528,375.7673,489.2195,443.8083
396.7986,351.2337,398.2096,440.7306,404.1621,389.9105,543.0830000000001,556.1799,580.6975
351.9318,424.1655,369.0228,582.1078,550.8580000000001,539.668,452.2589,534.6541,479.1496
372.4957,402.2426,358.5789,465.2672,406.8085,471.5964,490.1153,514.8758,496.5871
436.6023,394.5387,404.1775,502.5783,500.4987,502.0888,577.5121,604.4078,630.3059
286.0337,344.1766,307.2921,484.0396,476.59,518.1276,572.2153,554.0456,621.8202
468.5387,437.0334,495.8411,541.6031,651.4971,557.1056,525.4012,496.6263,595.6173
498.8394,489.6494,484.2783,523.1422,527.5053,585.4532,631.1030000000001,577.302,590.6751
437.8486,453.6345,438.0269,506.7845,458.6141,443.715,557.1818,573.893,562.0477
498.6836,499.7839,416.5796,434.1876,519.4033,514.6774,426.9434,467.7563,466.0015
349.1276,352.8376,343.8456,487.2332,487.3132,508.8959,449.3768,531.4768,449.2167
323.4227,381.066,331.7232,586.7814,597.484,589.7426,501.9551,504.2448,514.3976
425.6971,379.3018,369.0228,532.1,573.0987,576.9675,453.5831,506.3766,499.5711
433.4865,457.6854,482.7863,529.8411,538.0869,490.0597,627.5199,518.76,563.0735
528.3611,568.8889,492.9504,476.9512,435.4379,428.9817,280.7369,236.6289,322.5849
560.2197,581.5978,495.8411,428.5792,405.6858,449.8695,594.8045,541.2145,591.9806
382.7777,432.2675,334.8004,487.7785,365.6687,523.8157,573.3837,569.6033,563.9127
456.6989,429.8243,413.6889,523.5317,546.0922,548.0604,369.4579,326.3734,368.37
334.0162,434.6504,364.3603,574.3184,497.4009,572.5849,443.379,502.9611,505.166
380.7525,403.6723,387.6725,529.919,529.4116,501.436,463.6314,424.3244,419.1906
449.7663,468.8058,434.5767,424.8403,398.3881,381.0518,487.3111,452.8401,522.9765
388.7755,306.2446,373.6852,503.3572,468.8058,513.3719,545.1083,548.5122,582.003
238.5964,271.10200000000003,263.9314,483.4164,494.1443,490.3394,558.8176,547.2042,605.1287
462.3072,391.3309,442.4095,517.5339,595.6571,624.7109,349.2055,334.5674,365.0131
428.2676,492.4762,466.0015,421.8025,444.4205,455.7441,416.272,359.0927,408.094
265.9371,236.8672,253.674,458.4125,393.1754,514.4909,539.2662,570.1647,568.2954
387.7629,359.2531,341.9806,423.9835,421.9415,425.2518,556.325,572.8604,585.3599
503.51300000000003,566.1882,526.2402,500.7867,542.5972,555.5203,650.3427,671.1296,634.7818
335.1067,356.0454,462.2715,483.8838,475.9546,456.6766,518.2349,528.6173,509.8284
316.568,348.5071,276.3335,564.5817,578.4206,587.5979,451.3242,454.444,487.6352
413.9352,425.0126,451.3614,527.6601,578.2617,548.8997,342.2729,440.8461,386.6468
303.3261,236.5555,281.6486,511.0687,430.0649,508.8959,528.5169,523.8925,537.8031
439.7959,526.2181,527.1727,419.23199999999997,404.4667,373.4987,591.4551,628.7067,676.4639999999999
429.8255,402.5582,479.9888,478.9765,491.4939,459.4741,581.3289,589.5409,630.3991
386.205,441.0049,375.5502,419.3878,449.5835,427.6762,536.0726,571.6884,603.73
414.7141,404.4667,416.8594,515.0413,526.7795,563.633,451.9473,469.8414,477.8441
396.6428,365.6687,426.837,446.0274,461.5776,408.2805,433.2528,516.4644,464.8825
458.6462,366.4706,403.5248,432.5518,402.0837,450.4289,425.6971,467.4554,493.9761
491.05,516.9155,474.0209,461.5283,456.3351,523.8157,663.8962,684.0409,747.3331
422.4256,458.5592,428.0492,426.0087,470.315,490.2462,561.8554,604.6483,613.6143
467.6819,507.2922,508.5229,467.60400000000004,488.9018,509.8284,488.869,486.2012,483.81199999999995
607.1896,553.0026,589.7426,408.0932,448.1888,442.6893,401.3164,493.35,407.9075
310.6481,426.5485,369.0228,422.4256,437.8438,443.9015,494.5552,529.8882,463.204
465.3451,566.9825,432.9914,437.9265,484.69199999999995,505.166,405.1332,396.7618,410.0522
506.9403,552.2083,548.9929,371.7168,460.8627,446.2327,550.2493,540.0554,590.2089
442.5222,456.8117,424.972,559.4407,616.5475,605.6882,531.399,592.7182,617.997
402.0953,416.5402,354.1029,415.0257,427.5016,441.1973,371.0936,453.4756,402.7788
470.9534,425.975,508.5229,538.4094,592.7182,542.279,458.101,504.788,474.3939
452.7263,421.306,493.7896,428.8908,439.3674,462.3648,435.9012,483.0239,481.0145
376.0788,289.4839,372.7527,315.7891,362.1299,326.3148,573.4616,572.8604,533.8866
447.7411,459.9095,455.7441,487.5448,509.2362,507.9634,476.8733,517.9736,489.9664
525.3233,512.9694,491.7382,413.7015,371.3439,412.8497,354.2686,310.3345,337.6912
382.9335,524.5663,383.5696,458.3346,437.6688,397.8366,515.7423,504.788,482.7863
533.7358,520.5948,494.7221,445.0148,430.1229,415.6471,527.2706,544.4223,553.6554
370.9378,357.6024,400.7273,544.6409,509.3156,507.031,539.3441,500.3399,516.5423
398.4343,368.8765,422.8273,380.2072,504.788,424.972,352.2433,433.8561,394.1999
546.5104,452.4392,533.7001,374.8325,429.7441,462.9243,604.7749,622.1307,653.3383
356.0601,371.8205,414.7147,500.3194,532.5889,544.3305,565.828,513.0488,478.3103
479.6775,485.3274,464.1365,470.7197,552.2083,511.4137,496.5026,487.3238,482.0403
450.6232,525.9961,493.6964,394.4618,432.8235,436.3484,327.551,338.7772,341.9806
403.6532,399.0653,427.7695,413.8573,449.8729,448.564,543.862,497.9094,533.7934
365.6411,370.1596,340.6751,511.61400000000003,528.379,567.0832,406.0679,488.1075,466.0015
495.8015,541.0880000000001,493.6964,453.0379,418.5169,423.2003,540.6683,565.5936,615.1996
358.1633,322.6527,228.2171,420.8677,492.6351,494.6289,349.9065,382.9409,334.241
457.5557,425.1187,430.8467,311.9723,311.377,345.7106,550.1714,596.6897,563.26
525.479,534.8924,481.4808,409.9626,447.4671,422.8273,482.6375,516.385,522.044
429.3582,323.32599999999996,412.6632,435.5897,421.7247,440.5446,490.6605,591.0501,580.6975
471.8881,434.63599999999997,495.8411,593.714,546.5687,621.4472,566.6069,525.0954,558.2245
246.5415,301.5131,280.1567,515.5865,610.1135,601.2122,572.8384,576.6731,588.9966
423.8277,529.0939,428.702,454.4399,470.1561,481.1078,343.5971,274.4875,385.8075
438.7054,418.7575,418.4446,479.2881,530.2059,525.6807,528.2832,616.4680000000001,546.8482
331.212,341.875,381.1451,511.3024,586.9197,620.0485,453.7389,488.6069,548.9929
473.0566,530.0471,444.834,539.2662,544.2652,582.8422,301.6124,304.7209,291.6263
478.587,505.8206,459.1011,478.1975,530.6825,514.4909,536.54,536.4830000000001,557.7583
509.9003,548.3956,426.464,539.6557,607.0157,606.2477,389.0092,412.9658,410.2387
332.3025,395.8881,409.6792,424.8403,387.9628,388.5117,437.1475,484.6125,454.5319
331.4457,402.87800000000004,341.0481,511.1466,507.61300000000006,589.8359,510.5234,524.1692,593.0063
404.1206,429.6639,433.3644,416.0383,401.9968,467.8665,458.3346,544.3421,550.7646
460.5936,512.5723,520.3655,474.8481,521.9451,563.0735,536.8515,567.3002,591.8874
430.4487,507.0915,427.3965,620.9768,682.4752,688.8661,556.5587,591.3678,564.8452
616.3811,548.5924,578.1798,527.738,554.8296,610.5371,583.5878,526.0577,569.5076
473.2123,481.5147,467.8665,459.7367,546.6482,497.5196,418.9983,500.4987,458.5416
439.6401,439.1269,416.2066,507.7193,485.9605,537.2436,324.3574,386.0387,388.5117
434.4991,368.8765,415.6471,549.3924,522.8189,560.8355,540.6683,539.1294,521.0183
351.4644,270.2372,338.2507,468.305,524.3281,500.2238,319.6059,298.0291,288.1761
484.7406,512.5723,442.0366,470.1745,513.2077,499.6643,445.8716,403.1195,476.4454
