CNT,ST04Q01,AGE,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q05,PV1MATH,PV1READ,PV1SCIE
Mexico,1,15.92,1,4,1,1,1,1,2,341.0266,405.26099999999997,374.6177
Mexico,0,15.75,3,4,1,1,2,1,2,466.7472,424.2107,480.9213
Mexico,1,15.33,3,4,1,1,1,1,1,440.5749,391.1222,455.3711
Mexico,0,15.83,2,3,2,2,1,1,2,488.869,426.7769,460.9661
Mexico,0,15.58,3,4,2,2,1,1,1,495.5678,454.845,410.0522
Mexico,1,15.25,3,3,2,2,2,2,2,423.2045,519.6416,433.2712
Mexico,1,15.83,3,4,3,2,2,2,1,403.809,471.6653,412.4767
Mexico,1,15.42,3,3,2,2,1,1,1,423.1267,444.341,432.4319
Mexico,1,15.42,4,4,2,1,1,2,1,440.2633,400.4951,446.4192
Mexico,1,15.58,1,3,3,1,2,1,1,438.7054,437.9865,505.912
Mexico,0,15.92,2,3,2,2,3,1,1,423.2824,375.7732,455.3711
Mexico,1,15.92,2,1,1,1,1,1,1,387.2955,377.619,358.5789
Mexico,0,16.0,3,3,1,1,1,1,1,391.2681,352.9178,451.3614
Mexico,1,15.92,4,4,2,1,1,1,1,426.3203,460.0684,380.1194
Mexico,1,16.08,3,2,3,2,1,2,1,478.3533,436.1596,433.3644
Mexico,1,16.08,2,3,2,2,2,1,2,340.6372,387.7861,374.5244
Mexico,0,15.75,2,3,3,1,1,1,1,533.8137,569.4429,595.8971
Mexico,1,15.83,4,4,2,1,2,1,2,388.5418,463.0867,407.2548
Mexico,0,15.33,3,2,1,1,1,2,2,337.13199999999995,338.4026,345.7106
Mexico,0,15.5,2,2,2,2,2,2,2,270.9223,282.2664,239.4069
Mexico,1,15.58,4,4,3,2,1,1,2,416.0383,501.2931,490.2462
Mexico,1,15.67,2,3,2,2,2,2,2,410.3521,417.0168,465.069
Mexico,0,15.25,3,4,2,2,2,1,1,667.7130000000001,610.4223,562.7937
Mexico,0,16.08,3,3,2,2,2,1,2,536.2284,581.8731,474.9534
Mexico,1,15.75,4,3,2,2,1,1,2,383.4008,329.0072,338.2507
Mexico,0,15.58,2,3,2,2,1,2,2,332.4583,346.2616,324.2633
Mexico,1,16.08,4,4,1,1,1,1,1,476.3281,584.7751,523.536
Mexico,0,16.08,4,4,1,1,1,1,1,540.8241,497.9896,481.7605
Mexico,1,15.83,4,4,2,1,2,1,2,486.2206,418.1288,466.7475
Mexico,1,15.33,3,3,2,2,3,3,2,349.9844,410.8211,367.0645
Mexico,1,15.25,4,4,1,1,1,1,1,286.8126,349.0238,361.5628
Mexico,1,15.42,4,4,1,1,2,2,1,361.5906,371.1056,411.9172
Mexico,1,16.08,3,3,2,2,2,2,2,398.9796,430.6789,406.3223
Mexico,1,15.67,3,3,2,2,1,1,1,613.1874,540.4525,564.8452
Mexico,1,15.58,3,3,2,2,2,2,2,409.8847,465.7874,407.2548
Mexico,1,15.92,1,2,1,1,1,1,2,298.4967,291.0392,253.3943
Mexico,0,15.75,3,3,2,1,1,1,1,422.4256,427.4987,488.6609
Mexico,1,15.58,3,4,2,2,2,2,2,445.4043,492.6351,473.4614
Mexico,0,15.25,2,3,2,2,2,2,1,290.0062,275.8508,253.301
Mexico,1,16.0,2,3,3,2,3,2,2,340.5593,409.2325,337.3182
Mexico,1,16.08,2,2,2,2,1,1,2,511.61400000000003,541.7234,491.1787
Mexico,0,16.17,1,4,1,1,1,1,2,350.8413,357.3285,327.6203
Mexico,0,15.83,3,3,1,1,2,1,2,404.1206,429.6639,433.3644
Mexico,1,16.0,4,4,3,1,1,1,1,452.2589,418.1288,385.4345
Mexico,1,15.75,2,4,2,2,2,2,2,436.2907,390.884,343.8456
Mexico,0,15.42,2,3,2,2,2,2,2,353.957,328.7792,334.8004
Mexico,0,16.17,3,3,3,2,2,2,2,374.8325,309.6929,421.2421
Mexico,1,15.83,3,4,1,1,2,2,2,347.5697,334.7262,326.1283
Mexico,0,15.67,3,4,2,1,1,1,1,464.8777,489.9702,452.0142
Mexico,1,15.42,3,4,2,2,1,1,1,471.8881,535.5278,504.2335
Mexico,1,16.17,3,4,2,1,2,2,2,463.94300000000004,426.8662,454.4386
Mexico,1,16.08,2,3,2,2,2,2,2,404.5879,420.8294,369.5822
Mexico,0,16.17,2,3,3,2,3,1,2,468.5387,471.5254,467.8665
Mexico,1,15.5,3,4,2,1,2,1,2,385.6598,454.4288,368.0903
Mexico,1,16.0,3,4,2,1,1,1,2,389.7881,392.2343,320.1604
Mexico,0,15.42,4,4,2,2,1,1,2,435.5118,507.5328,396.9974
Mexico,1,15.92,3,3,2,2,2,2,2,326.7721,381.4317,404.1775
Mexico,0,16.17,3,3,3,2,1,1,1,623.781,619.7249,550.8579
Mexico,0,15.58,4,4,1,1,1,1,1,359.4096,329.5812,300.2984
Mexico,0,15.33,1,4,2,2,4,3,3,344.9213,474.7332,314.006
Mexico,0,15.92,2,3,2,3,2,3,3,440.3412,396.9446,410.8915
Mexico,0,15.67,2,4,1,2,2,2,2,449.29900000000004,445.8632,445.4868
Mexico,0,15.25,3,3,1,1,1,2,1,346.8687,349.71,432.7117
Mexico,0,15.92,4,4,1,2,1,1,1,517.0665,531.5109,516.3558
Mexico,1,15.25,4,4,1,1,1,1,1,428.5792,426.0719,496.7736
Mexico,1,15.42,4,4,1,1,1,1,1,437.2254,522.8189,437.0011
Mexico,0,15.58,1,2,1,3,1,3,3,387.5292,371.2823,363.4278
Mexico,0,15.33,2,2,2,2,2,2,2,412.3773,366.9518,325.7553
Mexico,1,15.42,2,3,2,2,2,2,1,314.9322,341.7956,290.9735
Mexico,0,15.58,2,4,2,3,2,3,1,319.2164,265.4256,272.04400000000004
Mexico,1,16.08,2,3,2,1,2,2,1,403.3416,396.5236,373.6852
Mexico,0,16.17,2,4,3,1,1,1,2,490.1153,433.834,446.4192
Mexico,1,15.58,2,3,2,2,1,1,1,462.5409,555.3856,481.8538
Mexico,0,15.25,1,3,2,1,1,1,1,437.1475,421.9652,365.2928
Mexico,0,15.83,2,2,2,2,2,2,2,480.2228,467.5157,438.0269
Mexico,0,15.67,3,3,2,1,1,1,1,476.3281,402.5582,453.5994
Mexico,1,15.83,3,3,1,1,2,2,2,343.8308,394.1406,389.8172
Mexico,0,15.33,4,4,1,1,1,1,1,387.7629,344.8181,406.3223
Mexico,1,15.75,4,4,1,1,1,1,2,316.6459,505.344,387.3928
Mexico,1,15.58,3,3,2,1,2,2,2,382.6998,387.7861,366.13199999999995
Mexico,1,15.33,3,3,2,2,1,1,1,420.9456,527.5847,455.0914
Mexico,0,15.67,2,3,2,2,2,2,2,316.3343,239.6831,315.8709
Mexico,0,15.58,4,4,1,1,1,1,1,478.8986,489.0079,503.301
Mexico,1,15.75,3,4,2,2,2,2,2,399.9143,426.7073,387.0198
Mexico,1,16.17,2,3,2,2,2,2,2,295.5367,375.8715,344.1253
Mexico,1,16.17,3,4,1,1,1,1,1,402.0953,464.9931,379.0936
Mexico,0,16.17,1,2,3,4,1,2,4,352.7107,387.1608,421.2421
Mexico,1,16.0,4,4,2,2,2,1,2,339.0014,396.6824,318.6684
Mexico,1,15.58,2,3,1,1,1,1,1,428.5792,551.414,420.3096
Mexico,0,15.25,4,4,2,1,1,1,3,459.6588,496.3056,424.972
Mexico,0,16.17,3,3,2,2,2,2,2,396.5649,401.676,383.9426
Mexico,1,15.83,3,3,2,1,2,2,2,444.9369,426.0719,412.6632
Mexico,0,15.25,1,3,3,2,2,1,1,497.3594,532.4733,494.9086
Mexico,0,15.42,3,3,2,2,2,2,2,488.5574,457.0904,481.8538
Mexico,1,15.58,2,3,2,2,2,2,2,403.5753,427.4222,325.1958
Mexico,0,15.58,2,4,2,2,1,1,1,421.5688,479.7053,437.8404
Mexico,1,16.17,2,3,2,3,2,2,2,344.1424,227.3355,336.3857
Mexico,0,15.5,4,4,1,1,1,1,2,573.929,578.8257,532.2081
Mexico,1,15.92,3,3,2,1,1,1,1,488.5574,516.4644,477.1913
Mexico,1,15.67,1,4,1,1,1,1,1,416.1162,461.8158,400.5408
Mexico,1,15.58,4,4,1,1,1,1,1,287.0463,298.8234,321.4659
Mexico,0,16.08,4,4,2,2,2,2,1,409.8847,385.0758,453.8791
Mexico,1,15.25,3,3,1,1,1,1,1,441.2759,451.33099999999996,503.0213
Mexico,0,16.08,3,3,1,1,2,2,2,486.2206,411.54,504.2335
Mexico,1,15.5,1,3,3,3,2,2,2,390.7229,457.05,350.0
Mexico,1,16.08,4,4,1,1,1,1,1,386.98400000000004,293.2632,441.7568
Mexico,1,16.0,3,3,2,2,1,1,1,386.5166,396.6824,395.8784
Mexico,1,15.75,2,4,2,2,2,2,2,418.6088,526.7904,449.4965
Mexico,1,15.33,3,3,2,2,1,1,2,482.3259,502.3257,486.3297
Mexico,0,16.08,3,3,2,2,1,1,1,295.5367,361.3382,394.7594
Mexico,0,15.92,3,4,2,1,2,2,2,361.0453,425.0126,405.11
Mexico,1,16.0,3,3,2,2,2,2,2,402.329,379.843,382.0776
Mexico,1,15.42,3,3,1,1,1,2,1,344.6098,446.2474,420.8691
Mexico,1,16.0,3,4,2,1,1,2,2,449.6884,466.4228,488.288
Mexico,0,15.33,3,4,2,1,1,2,1,483.2606,465.5911,391.962
Mexico,0,15.67,2,4,1,1,1,1,1,390.4113,385.0758,334.3342
Mexico,1,16.08,3,4,2,1,1,1,1,513.1718,539.3405,517.2883
Mexico,1,15.5,3,3,2,2,1,1,1,409.8847,392.55199999999996,422.1746
Mexico,0,16.17,1,4,1,1,1,1,1,410.6637,423.5691,440.6378
Mexico,0,15.67,2,3,1,1,3,1,1,324.3574,365.3479,376.1097
Mexico,0,15.75,3,4,2,1,1,1,1,497.9047,454.043,504.2335
Mexico,1,15.67,3,3,2,2,2,2,1,399.0575,440.29,354.3827
Mexico,0,16.08,2,4,2,2,2,1,2,543.1609,457.8924,512.5326
Mexico,0,16.0,2,2,1,2,1,2,1,389.6323,412.3419,400.7273
Mexico,0,15.25,1,4,1,1,1,2,2,301.6903,267.1096,321.7456
Mexico,0,16.17,4,4,2,1,1,1,1,537.1631,523.8123,549.5524
Mexico,1,16.08,3,3,2,2,1,1,1,432.39599999999996,468.7263,457.6091
Mexico,0,15.67,3,4,1,1,1,1,1,391.1123,424.9324,383.9426
Mexico,0,15.75,4,4,1,1,1,1,1,356.9949,327.1753,347.4823
Mexico,0,15.58,4,4,1,1,1,1,1,451.48,462.0625,470.2909
Mexico,1,15.75,3,4,2,2,2,1,1,424.9961,500.73699999999997,372.3797
Mexico,1,15.67,3,3,2,2,2,2,1,372.9631,459.9095,401.6598
Mexico,1,15.58,2,4,2,1,1,2,2,355.5149,432.7441,366.7848
Mexico,0,15.25,1,2,4,1,1,2,1,280.5811,176.57,331.5367
Mexico,0,16.08,3,4,2,1,1,1,1,435.9012,531.0298,437.6539
Mexico,0,15.58,3,3,2,2,2,2,2,348.4265,346.5022,404.73699999999997
Mexico,0,16.17,4,4,1,1,1,1,1,473.8355,424.2107,494.8154
Mexico,1,15.75,3,4,1,1,2,2,2,476.8733,507.727,455.7441
Mexico,0,16.17,4,4,2,2,2,2,3,490.1153,453.2411,442.5028
Mexico,0,15.83,4,4,1,1,4,4,1,384.9587,336.7987,394.1999
Mexico,1,15.25,4,4,1,1,1,1,1,521.3507,552.2083,520.925
Mexico,0,15.83,3,4,2,2,1,1,2,414.7141,424.2107,447.6315
Mexico,0,15.92,4,4,4,4,1,1,1,532.6453,510.0188,507.031
Mexico,0,16.17,3,3,1,1,1,1,1,334.7951,309.3721,316.8034
Mexico,0,16.08,1,1,1,1,1,1,1,295.5367,232.225,308.038
Mexico,1,16.08,2,3,2,1,1,1,1,341.4161,409.3119,451.3614
Mexico,1,15.75,4,4,1,1,1,1,1,404.8995,434.6504,417.5121
Mexico,0,15.25,3,3,2,2,2,2,2,401.3164,439.608,391.216
Mexico,1,15.75,3,3,2,1,1,1,1,476.3281,532.3506,505.166
Mexico,1,15.75,4,4,2,1,2,2,2,432.7076,523.6132,403.5248
Mexico,0,15.92,4,4,1,1,1,2,1,356.2159,300.7913,377.6949
Mexico,0,15.5,3,3,2,2,1,1,1,500.4752,438.6457,493.9761
Mexico,1,16.08,3,3,2,2,2,2,2,412.9226,463.1662,424.972
Mexico,0,15.58,3,3,2,1,1,1,1,368.6789,368.1547,400.0746
Mexico,1,15.75,3,3,2,2,2,2,1,397.4217,385.5621,383.7561
Mexico,0,15.75,3,3,2,2,2,2,2,417.75199999999995,382.5095,449.1235
Mexico,1,15.33,3,3,2,2,2,2,2,480.1449,466.4228,529.6904
Mexico,0,15.25,2,4,2,2,1,1,1,412.6889,423.2484,390.47
Mexico,1,15.75,2,3,3,1,1,1,1,482.5596,426.7073,501.1563
Mexico,0,15.42,3,3,1,1,1,1,1,544.0957,519.6422,558.3178
Mexico,1,15.58,1,4,1,1,1,1,1,469.1619,377.4601,392.2417
Mexico,0,15.33,1,1,1,1,1,2,1,288.4484,358.4512,325.1026
Mexico,1,16.0,3,4,1,1,2,1,1,432.9413,441.7992,440.8243
Mexico,1,15.42,2,3,1,1,1,1,2,423.1267,383.1791,355.7814
Mexico,1,15.58,4,4,1,1,1,1,1,387.7629,393.1875,363.4278
Mexico,0,15.75,3,2,4,4,3,4,4,388.3081,380.9057,351.0257
Mexico,0,15.58,3,4,2,2,3,2,2,504.2919,496.065,534.6326
Mexico,1,15.5,3,4,1,1,1,1,4,540.9799,564.123,470.3842
Mexico,1,15.75,4,4,1,1,2,1,1,522.9086,522.104,471.8762
Mexico,0,15.67,2,3,2,2,2,2,1,252.773,256.6042,240.0597
Mexico,0,15.5,1,3,2,1,2,4,2,419.5435,542.257,512.2529
Mexico,0,16.08,3,3,2,2,1,3,2,417.0509,404.6432,329.4853
Mexico,0,15.92,4,4,1,1,1,1,1,422.6593,419.5594,434.8564
Mexico,1,16.17,2,3,1,1,1,1,1,335.5741,341.7162,435.2294
Mexico,1,15.58,3,4,2,2,1,1,1,381.3756,389.5336,319.2279
Mexico,0,15.67,3,3,1,1,1,2,1,416.973,348.8278,381.0518
Mexico,0,15.42,4,4,1,1,1,1,1,540.4346,492.376,480.9213
Mexico,0,15.75,3,4,2,1,1,2,1,370.1589,298.3053,413.7822
Mexico,1,15.92,4,4,1,1,1,2,1,412.3773,524.8841,406.8818
Mexico,1,16.0,4,4,1,1,1,1,1,281.5937,325.83,377.1354
Mexico,0,15.75,2,4,2,1,2,1,1,473.2902,482.9131,439.5188
Mexico,0,16.17,4,4,1,1,1,1,1,525.2454,530.8694,577.8068
Mexico,0,16.0,3,4,2,1,2,1,1,434.3434,515.7928,450.7087
Mexico,1,15.75,2,4,1,1,1,1,2,314.3091,405.26099999999997,367.1578
Mexico,0,15.33,2,2,2,2,2,1,1,384.4135,355.2434,403.5248
Mexico,0,15.67,1,1,1,1,1,1,1,319.9953,400.7939,404.4573
Mexico,1,15.92,4,4,2,1,1,1,2,464.7219,537.2753,468.426
Mexico,0,15.58,3,4,1,1,1,1,1,521.2728,542.257,451.0817
Mexico,0,15.42,3,3,2,2,2,2,2,546.1988,543.059,503.1145
Mexico,0,15.58,3,3,1,1,1,1,1,482.7933,497.0273,442.6893
Mexico,1,16.0,1,4,1,1,1,1,1,312.6733,350.1358,354.6624
Mexico,0,16.08,1,4,2,1,1,1,1,464.0988,419.399,470.6639
Mexico,1,16.0,4,4,2,1,1,1,1,474.225,481.3559,476.2589
Mexico,0,15.58,3,3,2,2,2,2,2,537.6305,474.0917,496.5871
Mexico,1,15.42,2,3,2,2,1,1,1,499.4625,623.8551,588.1574
Mexico,1,15.33,3,3,2,2,2,2,2,433.7202,506.7738,388.605
Mexico,0,15.75,3,4,2,2,1,1,2,571.1248,519.8025,541.533
Mexico,1,16.17,1,1,2,2,1,1,1,398.3564,409.2325,421.5218
Mexico,0,15.58,3,4,1,1,1,1,1,423.594,538.0869,431.4994
Mexico,1,15.42,2,3,2,2,1,1,1,395.0849,410.98,361.3764
Mexico,1,15.75,4,4,1,1,1,1,1,501.8772,614.1645,471.5032
Mexico,1,15.67,2,4,2,1,2,2,2,442.6001,413.9984,463.204
Mexico,1,16.0,1,4,1,1,1,1,1,376.6241,398.9065,367.1578
Mexico,0,15.92,1,1,1,1,1,2,1,322.0985,255.8022,342.9131
Mexico,0,16.0,3,3,2,2,1,1,1,340.6372,337.6006,352.1447
Mexico,0,15.25,3,4,1,1,1,1,1,491.5953,475.455,488.3812
Mexico,0,15.75,2,3,2,1,1,1,2,457.5557,427.8996,380.7721
Mexico,0,16.17,3,4,1,1,2,1,1,423.594,486.602,469.7314
Mexico,0,15.92,1,4,3,2,1,1,1,404.6658,397.7465,356.6207
Mexico,0,16.0,3,3,1,1,1,1,1,405.6785,423.2484,410.9847
Mexico,0,15.83,4,4,1,1,1,1,1,375.923,436.4003,438.5863
Mexico,0,15.83,3,4,3,1,1,1,1,443.8464,480.9884,426.837
Mexico,0,16.17,2,4,2,2,2,2,1,450.5453,453.0807,431.7792
Mexico,1,15.83,3,3,2,2,1,1,2,382.0766,379.0487,381.7978
Mexico,1,16.08,1,4,2,1,1,1,1,377.2472,390.2485,377.6949
Mexico,1,15.5,4,4,1,1,1,2,1,286.501,335.9971,362.4953
Mexico,1,16.08,2,3,1,2,1,2,2,492.7637,520.5948,404.0843
Mexico,0,15.33,3,3,2,1,1,1,1,608.6696,555.7297,510.1082
Mexico,0,15.58,3,3,2,1,1,1,1,399.0575,428.3006,486.796
Mexico,0,15.75,2,4,2,3,2,2,2,395.0849,358.4512,388.605
Mexico,0,15.33,3,4,1,1,1,1,1,395.9417,413.0637,375.8299
Mexico,1,16.08,3,3,1,1,1,1,1,361.6685,384.6883,413.1294
Mexico,1,15.5,3,4,2,2,2,2,2,385.1145,420.3529,391.6822
Mexico,1,15.5,3,3,3,2,2,4,1,476.3281,452.1253,500.5035
Mexico,1,16.08,3,4,2,2,2,2,2,428.6571,456.8911,438.8661
Mexico,0,15.92,4,4,1,1,1,1,1,324.66900000000004,334.2324,342.9131
Mexico,0,16.17,2,4,2,2,2,1,2,450.3895,402.7186,434.1104
Mexico,1,15.83,3,4,2,1,2,2,2,287.8252,304.3836,283.2339
Mexico,1,15.67,2,3,2,2,2,2,2,359.4096,425.1187,368.37
Mexico,1,15.83,3,3,1,1,1,1,2,399.2912,458.6386,444.1813
Mexico,0,16.0,2,3,2,1,1,1,1,445.1706,457.0904,468.79900000000004
Mexico,1,15.25,3,3,2,2,2,2,2,315.6333,385.4032,359.6979
Mexico,0,15.83,3,3,2,2,3,2,2,588.7288,563.5887,530.3432
Mexico,0,16.08,4,4,1,1,1,1,1,443.6127,497.1877,506.0985
Mexico,1,15.25,2,3,2,2,2,2,2,436.6023,462.4513,366.2253
Mexico,0,15.75,4,4,1,1,1,1,1,550.1714,478.0212,555.8001
Mexico,0,16.17,3,3,1,1,1,1,1,399.0575,346.42199999999997,381.0518
Mexico,0,15.42,1,4,2,1,2,1,1,453.1936,361.4986,375.5502
Mexico,0,15.92,2,3,2,2,2,2,2,445.7937,419.399,438.8661
Mexico,0,16.0,3,3,2,2,2,2,2,660.7805,577.4624,591.2346
Mexico,0,15.5,2,3,2,1,1,1,1,439.4843,417.1536,373.6852
Mexico,0,16.0,2,2,2,2,2,2,2,364.3948,308.5702,349.4405
Mexico,0,15.67,2,3,2,2,2,2,2,283.9305,318.3539,263.6516
Mexico,1,15.5,3,4,1,1,2,1,1,409.1058,482.4679,474.3939
Mexico,1,16.17,3,3,2,2,2,2,2,452.96,501.3725,445.207
Mexico,0,15.83,3,3,2,2,2,2,2,444.3138,510.0188,420.5893
Mexico,1,15.75,3,3,2,1,1,1,1,462.5409,491.0465,442.6893
Mexico,1,15.58,3,3,1,1,1,1,1,297.4061,284.5258,289.7613
Mexico,1,15.67,3,3,2,2,2,2,2,373.9757,452.8401,392.3349
Mexico,0,15.5,4,4,1,1,2,2,1,436.6023,409.7757,451.7344
Mexico,0,15.67,4,4,1,1,1,1,1,412.1436,463.4258,466.0015
Mexico,0,15.5,2,3,3,2,1,2,2,504.2919,429.0224,493.3234
Mexico,0,15.67,3,3,2,2,2,2,2,466.124,452.2788,390.7497
Mexico,0,15.92,3,4,2,2,2,2,2,432.7076,340.0065,410.0522
Mexico,0,15.67,3,3,2,2,3,2,2,428.1119,459.6567,427.3965
Mexico,0,15.42,3,4,2,1,1,2,1,504.2141,496.4659,500.7833
Mexico,0,15.75,1,1,1,2,1,1,1,449.29900000000004,391.1705,429.6345
Mexico,0,15.33,2,3,2,2,1,1,2,383.4787,288.682,343.7523
Mexico,1,15.92,2,3,2,2,2,2,2,400.7711,467.2172,406.0425
Mexico,0,16.17,4,4,1,1,1,1,1,453.5831,432.2301,465.9082
Mexico,1,15.92,3,4,3,1,2,1,2,416.5836,455.3025,398.8624
Mexico,1,15.42,4,4,2,2,2,1,1,462.2293,474.3659,434.5767
Mexico,1,15.5,3,4,2,2,2,1,1,396.5649,490.1727,454.8116
Mexico,1,15.58,3,4,2,1,1,1,1,468.305,506.2972,490.9922
Mexico,1,15.92,3,3,2,2,2,2,2,466.8251,430.6789,489.2204
Mexico,1,16.08,3,3,2,2,2,2,2,349.2834,403.3546,356.5274
Mexico,1,15.25,3,3,2,2,1,1,1,476.5618,490.0933,507.9634
Mexico,1,15.67,3,3,2,2,2,2,1,511.2245,523.6926,497.0533
Mexico,0,15.75,1,4,1,1,2,2,1,517.3002,465.8316,510.7609
Mexico,0,15.42,3,4,2,2,2,1,1,418.45300000000003,437.0418,468.79900000000004
Mexico,1,15.75,3,4,2,2,1,1,1,410.0405,487.0749,454.1589
Mexico,1,15.42,3,4,3,2,3,2,2,396.1754,336.3148,370.5147
Mexico,1,15.25,3,4,1,2,1,1,1,328.9531,363.9568,330.6975
Mexico,0,16.0,2,3,2,2,2,2,2,472.9787,463.506,436.1619
Mexico,0,16.08,3,4,1,2,2,2,2,354.8138,332.7889,408.1872
Mexico,1,15.33,3,3,1,1,1,1,1,391.1123,344.814,384.875
Mexico,0,15.42,4,3,2,1,1,1,1,539.4999,435.5983,468.426
Mexico,1,16.08,3,3,2,1,2,2,1,448.0527,475.1603,406.3223
Mexico,1,15.58,3,4,2,2,1,1,1,483.5722,576.6731,466.0015
Mexico,1,16.0,3,4,1,1,1,3,1,411.5205,476.034,428.9817
Mexico,1,15.83,4,4,1,1,2,1,4,448.1305,441.7992,503.2078
Mexico,1,15.83,3,4,1,1,1,1,1,562.5565,600.0258,587.9709
Mexico,0,15.75,4,4,1,1,1,1,1,555.0787,510.1792,486.1432
Mexico,0,15.83,3,4,1,1,1,1,1,390.4892,423.4087,437.9336
Mexico,1,16.17,4,4,2,1,1,1,1,488.09,389.5336,475.8859
Mexico,1,15.92,3,4,1,1,1,1,1,446.7285,467.2172,474.1141
Mexico,1,15.75,4,4,1,1,1,1,1,443.8464,494.0648,482.7863
Mexico,1,15.25,2,4,2,2,1,1,1,463.164,492.7939,398.4894
Mexico,1,15.58,4,4,1,1,1,1,1,348.5044,359.191,358.1126
Mexico,1,15.5,3,4,2,1,1,1,1,401.5501,477.5432,424.0395
Mexico,1,15.33,2,3,2,2,2,2,2,348.5044,336.156,342.2604
Mexico,0,15.92,3,3,1,1,1,1,1,426.3203,404.1621,439.7986
Mexico,1,15.42,4,4,1,1,1,1,1,392.4365,496.4478,350.37300000000005
Mexico,0,15.58,4,4,1,1,1,1,1,444.3916,477.941,466.0015
Mexico,0,16.0,4,4,1,1,2,2,1,399.2133,433.0321,479.0563
Mexico,1,16.0,3,4,2,2,1,1,1,381.3756,455.4614,420.8691
Mexico,1,15.92,3,3,2,1,1,1,1,467.6819,531.2386,520.6453
Mexico,1,16.17,2,3,2,3,2,1,2,489.57,456.8911,468.5192
Mexico,1,15.67,2,4,2,2,2,2,2,351.4644,399.7008,396.9974
Mexico,1,15.25,3,3,2,2,2,2,1,356.0601,371.8205,414.7147
Mexico,1,16.0,4,4,2,1,1,1,1,529.2179,440.2106,465.3488
Mexico,0,15.83,3,4,1,1,1,1,1,341.0266,360.0551,415.6471
Mexico,1,15.92,3,3,2,2,2,2,2,364.7842,466.4228,307.3853
Mexico,0,15.83,4,4,1,1,1,1,1,478.1196,473.7709,465.069
Mexico,1,15.58,3,3,2,2,2,2,2,397.5775,401.76599999999996,404.0843
Mexico,1,15.25,3,3,2,1,1,1,1,343.9087,443.3879,327.7135
Mexico,0,15.25,4,3,1,2,1,1,1,436.836,396.7842,381.1451
Mexico,1,15.42,3,4,2,1,1,1,1,476.8733,429.0903,492.1112
Mexico,1,15.75,3,4,2,2,2,1,2,412.3773,520.9125,422.7341
Mexico,0,16.17,3,3,2,2,2,2,2,403.108,407.3698,410.9847
Mexico,1,15.83,3,4,2,1,1,2,1,525.3233,504.23199999999997,520.6453
Mexico,1,15.42,2,4,2,2,2,2,2,424.6845,420.3529,401.6598
Mexico,1,15.5,1,4,1,1,1,1,1,495.6457,541.8823,467.7732
Mexico,0,15.58,3,3,2,1,1,1,1,533.9695,461.9021,446.4192
Mexico,1,15.92,2,4,2,2,2,2,2,453.661,468.4881,440.4513
Mexico,1,16.0,4,4,2,2,1,1,1,622.6905,609.3987,542.7452
Mexico,1,16.0,3,4,1,1,1,1,1,282.9179,399.8597,311.9545
Mexico,1,15.42,3,3,2,2,2,2,2,345.4666,381.4317,303.7486
Mexico,1,15.58,3,3,2,1,1,1,1,421.5688,485.6451,339.1831
Mexico,0,16.0,3,3,2,1,1,1,1,512.7045,534.2376,463.204
Mexico,1,15.67,4,4,1,1,3,1,1,268.9749,286.1144,288.7355
Mexico,0,16.17,4,4,2,1,1,2,2,496.3468,486.1208,430.3805
Mexico,0,15.42,3,3,2,1,2,2,2,515.5086,506.6506,521.0183
Mexico,1,15.42,2,4,2,2,2,2,2,476.8733,525.9961,419.3771
Mexico,1,15.67,2,2,2,2,1,1,1,313.2186,319.39599999999996,312.14099999999996
Mexico,1,15.67,3,4,2,2,1,1,1,542.4599,516.4644,529.6904
Mexico,1,15.83,1,1,1,1,1,1,1,371.8726,416.3813,357.1802
Mexico,1,16.17,2,4,3,1,1,1,1,365.4074,469.5207,476.2589
Mexico,0,15.5,4,4,2,1,1,1,1,388.1524,412.1815,354.9422
Mexico,1,15.25,4,4,2,2,2,2,2,360.2664,436.2391,460.4066
Mexico,1,15.33,3,3,2,1,1,1,2,426.4761,460.8627,427.4897
Mexico,1,15.25,2,3,2,1,2,2,2,325.9931,325.0356,364.3603
Mexico,1,15.5,4,4,1,2,2,1,1,422.0361,496.4478,470.6639
Mexico,1,16.17,2,3,1,1,2,2,2,337.6772,387.7861,424.972
Mexico,0,15.5,3,3,2,2,1,1,1,529.1401,432.3103,478.4036
Mexico,1,15.58,3,3,1,1,1,1,1,355.5149,418.7642,394.4797
Mexico,1,15.5,3,4,1,1,2,1,1,453.5052,447.5183,453.6927
Mexico,0,16.0,3,3,1,1,2,2,2,512.7045,489.3286,479.8023
Mexico,0,15.83,3,3,2,2,1,2,1,429.2803,420.9227,382.0776
Mexico,1,15.5,3,4,2,2,2,2,2,558.0386,585.2516,569.1347
Mexico,1,15.5,1,2,1,1,1,1,1,365.4853,389.5336,335.2667
Mexico,0,15.83,3,4,2,2,2,1,2,471.3429,538.8086,502.3685
Mexico,0,16.08,4,4,1,1,1,1,1,522.1296,575.0566,593.0996
Mexico,1,15.58,3,4,2,1,1,2,1,601.5812,565.7116,545.1697
Mexico,0,15.42,2,3,2,2,2,2,2,240.8553,175.6077,270.17900000000003
Mexico,1,16.17,3,4,1,1,1,1,1,428.2676,483.7388,405.3898
Mexico,0,15.83,3,3,3,2,2,2,2,551.5735,448.1888,532.2081
Mexico,1,15.67,2,3,1,1,1,1,1,393.8386,501.5314,393.8269
