CNT,ST04Q01,AGE,ST88Q01,ST88Q02,ST88Q03,ST88Q04,ST89Q02,ST89Q03,ST89Q05,PV1MATH,PV1READ,PV1SCIE
United Kingdom,1,15.92,3,3,2,1,2,2,2,531.4769,508.5213,538.4558
United Kingdom,1,15.67,2,3,4,4,1,1,1,468.305,547.4425,466.7475
United Kingdom,0,15.58,3,4,1,1,1,1,1,510.9129,513.1464,532.2081
United Kingdom,1,15.58,2,3,3,3,2,2,2,509.6666,533.9392,532.8609
United Kingdom,1,16.0,3,3,2,1,2,2,1,465.3451,462.2924,467.7732
United Kingdom,0,15.83,3,3,2,2,2,2,2,563.3354,501.1974,509.8284
United Kingdom,1,15.83,3,4,2,2,2,2,2,377.0914,419.0025,397.9299
United Kingdom,1,16.17,3,4,2,2,1,1,1,566.5291,514.8758,525.028
United Kingdom,0,16.17,1,3,2,4,1,1,2,492.9195,500.3955,549.3659
United Kingdom,0,16.08,3,3,2,1,1,1,2,558.6618,537.2048,553.3756
United Kingdom,0,15.92,3,3,2,2,2,2,2,320.6185,277.3745,349.5338
United Kingdom,1,15.25,3,3,1,1,1,1,1,437.2254,511.9368,482.7863
United Kingdom,1,15.58,3,3,2,2,1,1,1,387.2176,431.7115,367.1578
United Kingdom,1,15.67,4,4,1,1,1,1,1,646.6817,633.1485,657.8142
United Kingdom,0,15.67,3,4,2,2,1,1,1,501.9551,500.2351,514.3976
United Kingdom,1,15.5,1,3,2,3,1,1,1,536.6179,570.398,577.9
United Kingdom,1,15.33,3,3,2,2,2,2,2,488.5574,513.2077,491.8314
United Kingdom,1,15.5,2,3,2,2,2,2,2,357.7738,353.6308,316.5237
United Kingdom,0,15.42,3,3,2,2,2,2,2,515.5865,501.1172,523.8157
United Kingdom,0,15.92,1,1,1,1,1,1,1,459.8146,409.7757,475.0466
United Kingdom,1,15.58,1,3,2,3,1,1,1,530.9316,595.816,577.9933
United Kingdom,0,15.42,2,3,3,2,2,3,2,476.0165,491.0127,476.2589
United Kingdom,1,15.33,3,4,3,2,2,2,1,540.7462,587.158,545.263
United Kingdom,0,15.5,2,4,2,1,1,2,1,426.2424,414.5072,376.2029
United Kingdom,1,16.0,3,4,2,1,1,1,1,399.8364,421.9415,508.2432
United Kingdom,1,16.17,4,4,1,1,1,1,1,391.6576,431.4732,460.7796
United Kingdom,0,15.58,3,3,2,2,1,2,2,404.5879,422.4464,437.9336
United Kingdom,1,16.08,4,4,2,1,2,1,2,582.2636,550.0637,609.6046
United Kingdom,1,16.17,1,3,3,2,3,2,1,542.4599,557.6096,575.0093
United Kingdom,0,15.58,4,4,2,2,1,1,1,481.6249,457.0904,474.6736
United Kingdom,0,16.17,3,3,2,1,1,1,1,592.3119,600.4782,600.1865
United Kingdom,0,15.67,4,4,2,1,1,3,1,524.4664,558.9375,545.5427
United Kingdom,1,15.5,3,3,2,1,1,1,1,497.9826,508.5213,537.1503
United Kingdom,0,15.42,3,3,2,2,1,1,2,498.2162,485.8803,493.1369
United Kingdom,1,15.92,4,4,1,1,1,1,1,410.3521,483.8977,475.6994
United Kingdom,1,15.75,1,4,1,1,1,1,1,390.7229,433.7767,412.0104
United Kingdom,1,15.67,4,4,1,1,1,1,1,515.7423,504.788,482.7863
United Kingdom,0,15.75,3,3,2,1,2,1,2,390.4113,400.8741,428.4222
United Kingdom,0,15.42,4,4,1,1,1,1,1,408.4826,497.0273,448.191
United Kingdom,0,16.17,4,4,2,1,1,1,1,586.6256,534.3177,582.5625
United Kingdom,1,15.42,3,3,2,2,2,2,2,483.1827,493.4294,520.7385
United Kingdom,0,16.08,1,2,1,2,2,3,3,528.0495,491.4939,533.1406
United Kingdom,0,15.33,4,4,1,1,1,1,1,579.8489,577.2218,591.7941
United Kingdom,0,16.08,3,3,3,2,2,3,2,455.14099999999996,417.7951,386.0873
United Kingdom,1,16.08,4,4,1,1,1,1,1,465.2672,475.3985,439.8918
United Kingdom,1,15.5,3,3,2,2,2,2,2,460.6714,502.0079,457.5159
United Kingdom,1,15.33,4,4,1,1,1,1,1,571.9816,625.2849,595.8971
United Kingdom,1,16.17,3,3,2,3,1,1,1,462.1514,533.1449,514.2111
United Kingdom,1,15.67,2,2,2,1,1,1,1,391.2681,423.5301,402.8721
United Kingdom,1,15.25,3,4,2,2,1,1,1,361.5127,383.2586,373.6852
United Kingdom,1,15.83,3,4,2,2,2,2,2,488.5574,475.8751,434.9496
United Kingdom,0,15.75,3,4,2,2,1,2,1,402.7964,434.0746,479.9888
United Kingdom,0,16.0,4,3,2,2,1,2,2,544.6409,485.9605,491.9247
United Kingdom,0,15.58,3,3,1,1,1,1,1,554.7671,505.9289,540.3208
United Kingdom,1,16.17,3,3,2,2,2,2,2,481.54699999999997,458.4797,479.8023
United Kingdom,0,15.33,1,4,2,1,1,1,1,374.1315,271.8411,331.0705
United Kingdom,0,16.08,3,3,1,1,1,1,1,537.1631,489.89,552.8161
United Kingdom,0,15.58,3,3,2,1,2,2,2,420.8677,401.9968,462.2715
United Kingdom,0,15.92,3,3,2,3,1,1,2,583.7436,581.1513,552.9094
United Kingdom,1,16.0,3,3,2,2,2,2,2,473.9913,480.1644,473.4614
United Kingdom,1,15.33,1,2,3,4,2,2,2,423.9056,430.6789,416.5796
United Kingdom,1,15.92,3,3,3,3,1,1,1,483.8838,476.7489,461.3391
United Kingdom,1,15.58,3,3,2,2,2,2,2,381.5314,437.0334,448.6572
United Kingdom,0,15.33,2,2,3,2,3,2,2,400.6933,403.1195,490.4327
United Kingdom,1,15.83,1,2,3,3,1,1,2,444.2359,532.3506,511.9731
United Kingdom,0,15.75,3,3,2,2,1,1,2,540.201,584.0383,548.0604
United Kingdom,1,15.58,4,4,1,1,4,2,2,493.4647,591.3678,518.2208
United Kingdom,0,15.67,4,4,1,1,1,1,1,591.4551,508.4149,572.9579
United Kingdom,0,15.42,2,4,1,1,1,1,1,430.916,429.0224,443.6218
United Kingdom,0,15.42,3,3,2,1,2,2,2,528.439,457.73199999999997,519.0601
United Kingdom,0,16.0,2,3,2,2,1,1,1,431.7729,459.7369,486.5162
United Kingdom,0,16.17,3,3,2,2,1,1,1,628.0651,584.8403,608.6721
United Kingdom,0,16.17,4,4,1,1,1,1,1,640.4502,659.1806,718.7057
United Kingdom,1,15.42,4,4,1,1,1,1,1,484.1954,530.6825,521.1115
United Kingdom,0,15.33,3,3,2,2,1,1,1,495.6457,476.3371,501.1563
United Kingdom,1,15.75,3,3,1,1,1,1,1,519.1697,512.7311,545.263
United Kingdom,0,15.33,4,4,1,1,1,2,1,383.0893,342.4123,354.4759
United Kingdom,1,16.17,4,4,2,1,1,1,1,410.43,483.8182,458.5416
United Kingdom,1,15.25,3,4,1,1,1,1,1,617.3158,643.7923,683.2712
United Kingdom,1,15.58,3,3,2,2,2,2,2,572.2153,579.1355,598.508
United Kingdom,1,15.33,3,4,2,2,1,1,1,730.3396,656.1835,761.6934
United Kingdom,0,16.0,3,3,2,2,1,1,1,631.8819,607.8561,607.7396
United Kingdom,0,15.33,3,4,2,1,1,1,2,511.3024,494.6215,554.4946
United Kingdom,0,16.17,3,3,2,1,1,1,1,712.8914,740.8988,704.4386
United Kingdom,0,15.5,3,3,2,2,1,1,2,596.7518,535.9216,598.4148
United Kingdom,0,15.33,3,3,2,1,2,2,2,361.279,391.3309,428.1425
United Kingdom,0,15.58,1,3,2,1,1,1,1,429.436,376.3346,501.436
United Kingdom,1,15.67,3,3,2,2,2,2,2,385.1924,357.0463,369.0228
United Kingdom,1,15.83,3,4,2,1,1,1,1,570.4237,512.7311,519.1533
United Kingdom,0,15.75,3,3,2,2,2,2,2,583.5878,543.7005,564.8452
United Kingdom,0,15.58,2,3,3,3,2,2,2,488.5574,459.4161,477.8441
United Kingdom,0,15.83,3,3,2,2,1,1,2,548.6914,503.3627,540.7869999999999
United Kingdom,1,15.33,3,3,2,1,2,1,1,445.0927,507.4887,424.226
United Kingdom,0,15.42,3,3,2,1,2,2,2,469.1619,419.399,494.2559
United Kingdom,1,15.58,2,4,1,1,1,1,1,418.6867,457.9237,432.4319
United Kingdom,1,15.83,3,3,3,2,1,1,2,626.7409,668.8925,658.1872
United Kingdom,0,15.67,4,4,1,1,1,1,1,545.1083,548.5122,582.003
United Kingdom,0,15.92,2,3,3,2,2,2,2,473.9134,485.7199,487.6352
United Kingdom,0,15.42,3,4,1,1,1,1,1,567.7754,589.3312,581.63
United Kingdom,0,15.5,3,4,3,2,2,3,2,439.6401,471.3651,457.5159
United Kingdom,1,16.17,4,3,3,2,2,1,1,512.0813,516.2261,527.7322
United Kingdom,1,15.92,4,3,2,2,1,1,1,288.5263,363.0037,376.3894
United Kingdom,1,15.25,4,4,2,1,1,1,1,526.0243,560.1514,565.125
United Kingdom,0,16.08,3,3,2,2,2,2,2,593.8698,521.8074,607.9261
United Kingdom,1,15.92,3,4,3,2,1,1,1,448.2084,449.5835,422.0813
United Kingdom,0,16.0,2,1,2,1,2,2,3,473.8355,427.4185,431.2197
United Kingdom,1,15.75,3,3,2,2,2,2,2,537.3189,522.8189,555.8933
United Kingdom,0,15.5,4,4,2,2,1,1,1,436.4465,517.2363,477.4711
United Kingdom,1,15.58,4,4,2,2,1,1,1,509.7445,555.1473,496.0276
United Kingdom,1,16.08,2,4,1,1,1,1,1,540.2789,546.5687,521.1115
United Kingdom,1,15.92,3,4,2,1,1,1,1,593.0908,547.2042,547.3144
United Kingdom,0,15.5,3,3,3,2,1,4,1,377.2472,386.5193,438.6796
United Kingdom,1,15.42,2,3,2,2,2,2,1,324.9026,243.46,272.9765
United Kingdom,1,16.08,4,4,1,1,1,1,1,477.8081,521.0714,530.2499
United Kingdom,1,15.42,4,4,4,4,1,1,1,385.8155,472.7773,373.4054
United Kingdom,0,15.67,3,4,2,1,2,1,2,589.274,608.0967,601.2122
United Kingdom,0,15.92,3,3,2,2,2,2,2,667.8688,616.4369,680.6602
United Kingdom,0,15.33,3,3,3,3,2,3,2,299.3535,190.8447,246.2141
United Kingdom,1,15.25,3,4,2,2,1,1,1,596.9076,581.5978,597.2025
United Kingdom,1,16.17,3,3,3,2,2,2,2,561.9333,613.1319,606.9937
United Kingdom,1,15.33,2,3,3,3,2,2,2,556.0913,581.5184,585.3599
United Kingdom,0,15.92,4,4,2,1,1,1,1,580.0047,551.6398,638.605
United Kingdom,1,16.17,3,3,2,2,2,2,2,546.5104,509.2362,544.4237
United Kingdom,0,15.58,4,4,1,1,1,1,1,482.4817,546.7479,593.6591
United Kingdom,1,15.83,3,3,1,1,1,2,1,337.9888,394.8555,369.0228
United Kingdom,0,15.58,4,4,1,1,1,1,1,644.4228,585.4017,701.6412
United Kingdom,1,16.17,3,3,2,2,2,2,2,440.2633,398.1122,407.0683
United Kingdom,0,15.83,3,3,2,2,2,2,2,361.3569,375.2118,367.1578
United Kingdom,1,15.25,3,4,2,2,2,2,1,431.7729,443.3879,444.834
United Kingdom,1,15.33,3,3,2,2,2,1,1,375.0662,456.3351,424.0395
United Kingdom,1,15.92,4,4,2,2,2,1,1,522.0517,549.0311,520.0858
United Kingdom,1,15.58,3,4,2,2,2,2,2,492.9974,561.6606,557.3853
United Kingdom,0,15.5,2,3,3,2,1,1,1,341.8835,365.5885,392.3349
United Kingdom,1,15.92,3,4,2,3,1,1,1,603.9181,649.9085,628.5341
United Kingdom,0,15.58,4,4,1,1,2,1,1,411.91,395.3407,413.2227
United Kingdom,0,15.25,2,3,1,2,2,2,2,469.9408,495.5838,452.2939
United Kingdom,1,15.83,3,3,2,3,2,2,2,371.0157,406.8496,438.6796
United Kingdom,0,15.33,3,3,1,1,1,1,1,493.3868,479.3043,455.9306
United Kingdom,1,15.5,3,3,2,2,1,2,1,464.4882,449.1863,484.6512
United Kingdom,1,15.33,4,4,1,2,1,1,1,414.6362,496.0506,443.6218
United Kingdom,1,16.17,4,4,1,1,1,1,2,517.8455,552.2083,561.4883
United Kingdom,0,16.08,2,4,2,2,1,1,1,571.2806,559.5790000000001,588.0642
United Kingdom,0,15.58,1,1,4,4,2,4,2,441.0422,482.7527,512.6259
United Kingdom,0,15.42,3,3,2,2,2,2,2,596.0508,580.5098,604.6624
United Kingdom,1,15.42,1,4,2,1,2,1,2,310.1807,391.6783,328.64599999999996
United Kingdom,0,15.33,4,4,2,2,1,1,1,572.1374,589.6519999999999,584.4275
United Kingdom,0,15.42,2,3,2,3,2,1,1,524.6222,489.4088,576.9675
United Kingdom,1,15.25,3,3,2,2,1,1,1,463.0862,415.031,418.4446
United Kingdom,1,15.92,3,4,3,2,2,1,1,543.2388,558.3245,620.981
United Kingdom,0,15.5,3,4,2,2,2,2,1,651.3554,619.8853,613.1481
United Kingdom,0,15.75,4,3,2,1,2,2,2,535.4494,514.5899,532.3946
United Kingdom,0,15.58,2,2,2,3,3,2,2,464.644,462.1427,531.2756
United Kingdom,1,15.58,3,4,2,2,2,2,1,471.7324,535.4484,501.5293
United Kingdom,0,15.92,2,3,2,3,2,2,2,487.1553,475.2946,505.3525
United Kingdom,0,15.92,4,4,3,1,1,1,1,451.2463,488.6069,481.8538
United Kingdom,0,15.75,4,4,2,1,1,1,1,509.5887,505.2071,560.1828
United Kingdom,1,16.0,4,4,2,1,1,1,1,603.9181,610.193,647.1839
United Kingdom,0,15.58,4,4,2,1,1,1,1,608.5917,692.8623,697.5382
United Kingdom,0,16.17,2,3,1,2,1,2,2,538.8768,497.1877,540.0409999999999
United Kingdom,1,16.08,2,3,1,1,1,2,1,351.6981,350.6919,334.5207
United Kingdom,0,15.25,4,4,2,2,2,2,2,423.594,414.5873,433.7374
United Kingdom,1,15.58,3,4,3,2,2,1,1,634.9977,654.6743,622.4730000000001
United Kingdom,1,15.67,3,4,2,1,1,1,1,455.0631,518.7679,493.6964
United Kingdom,0,15.83,3,3,2,2,2,2,2,511.3024,430.3857,472.7154
United Kingdom,1,15.33,4,4,1,1,1,1,1,355.5149,372.5354,323.2376
United Kingdom,1,15.58,3,3,2,2,2,2,2,594.5708,525.9961,603.73
United Kingdom,0,15.58,3,3,2,2,2,2,2,415.4152,469.3602,415.6471
United Kingdom,1,15.75,4,4,4,1,1,1,1,409.1058,525.9961,436.1619
United Kingdom,1,15.42,3,4,2,2,1,1,1,432.6297,504.3114,479.2428
United Kingdom,0,16.0,4,4,2,1,1,1,1,589.1182,564.5511,625.7367
United Kingdom,0,15.25,3,3,2,2,2,3,2,429.9034,432.1499,383.9426
United Kingdom,1,15.75,3,4,2,2,1,1,2,527.2706,575.1639,579.765
United Kingdom,0,15.92,3,4,2,1,1,1,1,670.1277,655.9728,674.2260000000001
United Kingdom,1,16.0,3,4,2,2,1,1,1,427.8782,510.1099,502.6483
United Kingdom,1,16.08,3,4,2,2,1,1,1,442.67800000000005,490.2521,452.2939
United Kingdom,0,15.75,3,3,2,2,1,1,1,496.5026,558.6969,505.3525
United Kingdom,0,16.17,3,3,2,2,2,2,2,546.3546,500.9568,569.6941
United Kingdom,0,15.25,3,4,1,1,1,1,1,420.0109,477.1391,475.1399
United Kingdom,1,16.17,4,4,2,2,1,1,4,460.0483,504.4703,493.1369
United Kingdom,0,15.75,3,3,2,2,2,2,1,542.2262,562.3858,621.727
United Kingdom,0,15.5,3,3,2,2,1,1,1,507.7193,556.5316,546.5684
United Kingdom,1,15.33,3,4,1,1,1,1,1,548.6135,607.254,604.9422
United Kingdom,0,15.5,3,3,2,2,1,1,1,450.5453,462.4635,440.0783
United Kingdom,1,15.5,3,3,2,2,2,1,2,404.7437,453.6345,447.445
United Kingdom,1,15.83,2,3,4,2,1,1,1,456.621,463.2456,422.9206
United Kingdom,1,15.58,3,3,1,1,1,1,1,469.084,438.62199999999996,500.5035
United Kingdom,1,15.5,4,4,2,1,1,1,2,546.1988,520.3565,462.9243
United Kingdom,0,15.25,4,4,2,1,2,2,2,577.5121,488.9277,548.2469
United Kingdom,1,15.75,3,3,2,2,3,2,2,455.842,489.4578,381.8911
United Kingdom,1,15.67,3,3,2,2,2,2,1,520.4938,560.1514,570.4401
United Kingdom,1,16.0,3,3,2,2,1,1,1,447.4295,521.0714,574.0768
United Kingdom,1,16.17,3,3,2,2,1,1,1,515.976,526.5521,530.5297
United Kingdom,0,15.42,2,3,2,2,1,1,1,435.9012,445.783,508.0567
United Kingdom,0,15.5,2,3,2,3,2,2,1,619.4968,613.7103,610.5371
United Kingdom,1,15.58,4,4,1,1,1,1,1,641.3071,652.2914,613.0548
United Kingdom,1,15.25,4,4,1,1,1,1,1,405.289,404.4667,413.5024
United Kingdom,0,15.33,2,3,3,3,2,2,2,371.7947,327.4159,381.1451
United Kingdom,0,16.17,2,4,2,2,1,1,2,694.9759,589.4114,612.4021
United Kingdom,1,16.25,3,3,1,1,2,1,1,473.6797,568.3328,555.5203
United Kingdom,0,15.92,3,3,2,2,1,1,1,565.7501,588.85,583.495
United Kingdom,0,16.08,2,3,2,2,1,2,2,401.62800000000004,349.5496,361.6561
United Kingdom,1,15.75,3,4,2,2,1,1,1,613.1095,677.1533,635.7143
United Kingdom,1,15.75,3,3,2,2,2,1,1,438.0044,480.1644,452.9467
United Kingdom,0,15.58,2,4,2,2,1,1,1,434.8107,433.0321,453.6927
United Kingdom,1,15.92,2,3,2,2,1,1,1,500.3194,545.0595,578.5528
United Kingdom,1,15.92,3,3,2,3,2,2,2,428.2676,448.1537,526.9862
United Kingdom,1,15.92,4,4,2,2,1,1,1,515.976,598.8343,650.8206
United Kingdom,1,15.58,2,3,3,4,1,1,2,665.4541,641.9654,700.7087
United Kingdom,1,15.83,3,3,2,2,1,1,1,675.5803,650.9411,644.1067
United Kingdom,1,15.75,3,4,2,2,1,1,1,452.6484,519.8799,507.9634
United Kingdom,1,15.75,4,4,2,1,1,2,1,425.6971,464.2782,502.3685
United Kingdom,1,16.0,4,4,2,2,1,1,1,531.3211,589.7792,596.5498
United Kingdom,1,15.75,4,4,2,2,1,1,1,624.1704,604.8711,594.6848
United Kingdom,0,16.08,3,3,2,2,1,1,1,532.4895,475.455,564.006
United Kingdom,1,15.92,3,3,2,2,2,2,1,476.1723,618.1361,566.4304
United Kingdom,0,15.25,3,3,2,1,1,1,1,579.6931,587.0055,601.2122
United Kingdom,0,16.0,3,3,3,2,2,2,2,580.0047,608.5779,667.5121
United Kingdom,0,16.17,3,2,2,2,1,1,1,509.6666,441.8535,529.1309
United Kingdom,0,15.33,2,3,2,1,1,1,1,357.2285,336.7185,360.7236
United Kingdom,0,16.17,3,3,3,2,2,2,2,522.5191,480.3468,537.2436
United Kingdom,0,15.25,3,3,2,2,2,2,2,421.7246,389.5667,430.4737
United Kingdom,1,16.17,2,3,3,2,2,2,2,405.99,459.2741,443.6218
United Kingdom,0,15.92,3,3,2,2,2,2,2,687.1865,682.3568,662.4767
United Kingdom,0,15.58,3,3,2,2,1,1,1,445.8716,368.7161,455.6509
United Kingdom,0,15.58,3,3,2,2,2,2,2,416.0383,450.9155,415.6471
United Kingdom,0,16.08,4,4,2,2,2,2,2,594.4929,541.2947,630.1194
United Kingdom,1,15.5,4,4,1,1,1,1,1,602.2823,710.1966,638.232
United Kingdom,0,15.67,4,4,2,1,1,1,2,622.0673,657.4965,632.0776
United Kingdom,1,15.58,3,4,1,2,1,1,1,674.1003,578.1823,587.4114
United Kingdom,0,15.67,3,3,2,2,2,1,1,478.587,455.3262,509.7352
United Kingdom,0,15.67,3,3,3,2,2,2,1,461.6062,523.5717,546.2887
United Kingdom,0,16.0,3,3,3,2,1,1,1,403.7311,408.1718,443.9015
United Kingdom,0,15.58,2,3,2,2,1,1,1,657.8984,621.409,702.9467
United Kingdom,1,15.58,3,3,2,3,2,2,2,351.5423,334.8057,355.9679
United Kingdom,0,15.75,3,4,2,2,2,2,2,706.8936,690.697,762.5326
United Kingdom,1,15.25,3,4,2,2,2,1,2,630.4798,682.3163,714.8825
United Kingdom,0,16.08,4,4,2,1,1,1,1,455.2189,412.8231,448.191
United Kingdom,0,15.83,3,3,2,1,1,1,1,486.2206,433.834,468.6125
United Kingdom,1,16.08,1,3,1,2,1,2,2,410.8194,351.8833,443.5285
United Kingdom,0,16.17,3,3,1,1,2,2,1,524.3885,472.3274,438.7728
United Kingdom,1,16.0,4,4,1,1,1,1,1,596.8297,652.212,558.038
United Kingdom,0,15.75,3,4,1,1,1,1,1,434.2655,498.2302,516.3558
United Kingdom,0,16.17,3,3,2,2,1,1,2,631.2588,589.1708,645.2257
United Kingdom,1,15.83,3,4,3,2,1,1,1,539.3441,563.0904,582.749
United Kingdom,1,15.58,3,3,3,2,2,1,2,500.2415,522.8189,507.031
United Kingdom,0,15.92,3,3,2,1,2,1,1,623.4694,653.4066,679.448
United Kingdom,1,15.83,3,3,2,2,3,2,2,471.7324,448.0743,465.1623
United Kingdom,0,16.17,2,4,3,2,2,1,2,700.1168,638.33,736.796
United Kingdom,0,16.08,2,3,2,2,1,2,2,369.4579,326.3734,368.37
United Kingdom,1,16.17,4,4,2,2,1,2,2,492.2184,544.1858,576.0351
United Kingdom,0,15.58,2,3,2,2,2,2,1,523.7654,518.5996,567.8292
United Kingdom,0,16.17,4,3,2,2,2,2,2,592.935,538.8888,601.0257
United Kingdom,0,16.0,3,4,2,1,1,1,1,451.1684,432.2301,434.1104
United Kingdom,0,15.33,2,3,2,3,3,2,2,412.7668,380.8255,423.10699999999997
United Kingdom,0,15.33,2,3,4,3,1,1,2,557.5713,454.6846,594.1253
United Kingdom,1,16.0,3,4,1,1,1,1,1,636.0882,627.5884,653.5248
United Kingdom,1,15.5,4,4,2,2,2,2,2,534.8263,521.9451,562.141
United Kingdom,1,15.5,3,4,1,1,1,1,1,546.1209,616.7858,618.9295
United Kingdom,1,15.92,3,3,2,1,2,1,2,538.9547,538.6256,578.8325
United Kingdom,1,15.58,4,4,1,1,1,1,1,577.59,598.5166,545.263
United Kingdom,0,15.58,2,3,3,2,2,2,2,364.7842,295.3381,391.4025
United Kingdom,0,15.25,3,3,1,1,2,2,1,420.0888,473.3699,472.5289
United Kingdom,0,15.92,4,4,2,1,2,2,2,603.9959,569.2024,607.6464
United Kingdom,0,15.92,3,3,2,2,2,2,2,558.0386,574.7358,559.4368
United Kingdom,0,16.08,4,4,2,1,1,1,1,433.1749,423.6493,515.4233
United Kingdom,1,15.92,4,4,2,2,1,1,1,425.5414,460.8627,447.07199999999995
United Kingdom,0,15.92,2,4,1,1,1,1,1,365.5632,335.9967,347.8553
United Kingdom,1,15.58,3,3,2,2,1,1,1,366.3421,388.5805,378.6274
United Kingdom,1,15.83,3,3,2,2,2,2,2,462.3851,496.5272,538.8288
United Kingdom,1,15.25,3,3,2,1,1,1,1,460.282,509.2362,453.8791
United Kingdom,0,15.33,3,4,3,2,1,1,1,520.4938,507.61300000000006,471.4099
United Kingdom,1,15.33,2,4,1,1,1,1,1,488.3237,470.315,523.8157
United Kingdom,1,15.42,3,3,2,2,1,1,1,458.4904,500.4987,463.2973
United Kingdom,0,15.75,3,3,2,2,1,1,1,574.3963,472.9689,545.1697
United Kingdom,1,15.33,2,3,3,3,2,2,2,453.5052,428.296,393.0809
United Kingdom,0,15.67,2,3,2,2,2,2,2,453.5831,365.9093,502.3685
United Kingdom,1,15.42,3,3,2,1,1,1,2,600.7244,589.5409,643.1742
United Kingdom,1,15.5,3,3,2,2,2,2,2,588.4172,685.4141,572.4916
United Kingdom,1,15.67,4,4,2,2,2,2,1,339.8582,363.1625,418.1649
United Kingdom,1,15.5,3,2,2,2,2,2,2,425.4635,483.1034,445.4868
United Kingdom,1,15.33,4,4,2,1,1,1,1,380.8303,489.3784,396.0649
United Kingdom,0,16.0,2,3,1,3,1,1,1,463.3977,446.585,487.4487
United Kingdom,1,15.75,1,3,3,2,2,1,1,524.5443,568.73,639.351
United Kingdom,0,15.42,4,4,1,1,1,1,1,415.4152,307.9286,374.8974
United Kingdom,1,15.33,4,4,1,1,1,1,1,451.2463,482.309,464.7893
United Kingdom,0,16.08,3,2,3,2,2,3,1,424.6066,411.6201,436.1619
United Kingdom,0,15.33,3,3,2,2,1,1,2,572.7606,583.7978,593.0996
United Kingdom,1,16.17,4,4,1,1,1,1,1,476.8733,525.9961,574.1701
United Kingdom,0,16.0,3,3,2,2,1,1,1,445.8716,416.7526,445.6733
United Kingdom,0,15.75,4,3,2,2,1,1,2,465.1893,491.5741,450.8952
United Kingdom,1,15.25,3,4,2,1,1,1,1,612.3306,635.0549,613.3346
United Kingdom,1,16.17,3,3,2,2,1,1,1,438.7054,446.5651,448.0977
United Kingdom,1,15.25,3,3,2,2,2,2,2,565.9838,568.8094,608.7654
United Kingdom,0,15.67,2,3,2,3,2,1,2,522.8307,562.1452,579.765
United Kingdom,0,15.42,4,4,1,1,1,1,1,361.3569,379.2216,424.972
United Kingdom,0,15.58,3,4,1,1,1,1,1,405.289,416.9932,381.4248
United Kingdom,0,15.67,3,3,2,3,2,3,2,392.04699999999997,435.4379,483.439
United Kingdom,1,15.58,3,3,2,1,1,1,1,453.4273,506.3766,510.7609
United Kingdom,1,15.75,3,3,2,1,1,1,1,461.6062,528.2996,492.2044
United Kingdom,0,15.92,4,4,1,1,1,1,1,448.9095,503.6033,457.8888
United Kingdom,0,16.17,3,3,2,2,2,2,2,535.4494,558.7771,587.1317
United Kingdom,1,15.58,2,3,3,3,2,2,2,490.9721,548.2368,576.3148
United Kingdom,0,16.08,3,3,1,2,2,4,2,466.8251,429.8243,453.2264
United Kingdom,1,15.75,2,3,2,2,2,3,2,401.0048,340.1275,337.6912
United Kingdom,0,15.33,4,4,2,2,1,1,1,556.4808,559.5790000000001,554.4946
United Kingdom,1,15.5,3,3,2,2,2,2,2,483.1827,486.2806,515.1436
United Kingdom,0,15.42,2,3,2,1,2,2,1,265.3139,250.9104,249.7576
United Kingdom,0,15.92,4,4,2,2,1,1,1,617.861,570.0845,569.2279
United Kingdom,0,15.92,3,4,2,2,2,2,1,473.0566,453.8827,482.1335
United Kingdom,1,15.75,3,3,3,3,1,1,1,427.0213,557.7685,484.4648
United Kingdom,1,16.17,3,3,2,2,2,2,2,580.6278,577.388,584.614
United Kingdom,0,15.67,3,3,3,3,2,1,2,440.5749,457.0102,425.0653
United Kingdom,1,16.0,2,4,2,4,1,1,1,586.0804,573.4164,593.0063
United Kingdom,1,16.08,4,4,2,2,1,1,1,590.5982,599.8669,611.2831
United Kingdom,0,15.42,4,2,3,2,2,2,2,516.9107,485.8803,548.1537
United Kingdom,1,15.58,3,4,2,2,1,1,1,413.9352,459.1152,453.7859
United Kingdom,0,15.83,2,3,2,2,2,2,2,562.5565,485.1585,520.8318
United Kingdom,0,16.0,3,3,2,2,1,1,1,520.8054,493.8997,576.1283
United Kingdom,1,15.83,1,3,4,4,2,4,1,470.6418,538.7051,531.2756
United Kingdom,0,15.67,3,4,1,1,1,1,1,531.399,562.1452,561.8612
United Kingdom,0,16.17,3,4,1,1,1,1,1,463.3977,440.1694,438.9593
United Kingdom,1,15.33,3,3,2,2,2,3,2,360.3443,359.9059,328.0865
United Kingdom,1,15.25,2,4,2,2,2,1,2,491.05,490.0139,441.0108
United Kingdom,0,15.25,3,4,2,1,2,1,2,608.7475,548.7528,590.9549
United Kingdom,1,15.67,3,4,2,2,1,1,1,566.4512,564.123,569.5076
United Kingdom,1,15.67,2,3,3,3,2,3,2,367.9,330.8341,329.8583
United Kingdom,1,16.08,3,4,2,2,2,2,2,580.472,607.7306,559.903
United Kingdom,1,15.67,3,4,2,1,1,1,1,621.6778,645.3809,635.7143
United Kingdom,0,16.0,3,3,2,2,2,1,1,584.6004,563.1878,628.2544
United Kingdom,0,15.75,2,3,2,2,1,1,2,508.8098,498.7114,496.4938
United Kingdom,0,16.08,4,4,2,2,1,1,1,385.1924,378.7404,456.6766
United Kingdom,0,16.0,3,3,2,2,2,2,2,473.1344,437.6834,452.8534
