CNT,ST04Q01,AGE,ST13Q01,ST17Q01,ST19Q01,ST15Q01,ST26Q10,ST26Q02,BFMJ2,BMMJ1,PV1MATH,PV1READ,PV1SCIE
United Kingdom,0,15.58,2,2,1,2,1,1,79.05,46.76,513.6392,529.9071,547.0347
United Kingdom,1,16.08,1,3,1,2,1,2,33.76,73.38,562.5565,523.5337,581.3502
United Kingdom,1,16.17,2,2,1,2,1,1,62.45,62.13,554.1439,596.4514,601.3987
United Kingdom,1,15.67,2,1,1,4,2,1,29.16,39.02,541.6031,574.6873,569.5076
United Kingdom,1,16.08,1,2,1,1,1,1,68.54,62.13,541.0578,510.8248,570.5334
United Kingdom,1,15.58,1,2,1,4,1,1,17.79,44.94,639.0481,655.3098,662.6632
United Kingdom,0,15.58,2,2,1,2,1,1,25.95,24.98,543.3167,563.1878,579.765
United Kingdom,0,16.0,1,1,1,2,1,1,71.29,52.72,506.6288,574.816,570.3469
United Kingdom,1,16.0,2,2,1,1,1,1,13.87,26.64,509.6666,590.5735,560.1828
United Kingdom,0,15.83,1,2,1,1,1,1,48.13,52.72,476.0944,429.8243,489.1272
United Kingdom,0,15.75,2,2,1,1,1,1,29.16,21.64,459.2694,438.5655,499.6643
United Kingdom,0,15.42,2,2,1,2,1,1,71.39,31.08,552.8976,537.2849,557.7583
United Kingdom,0,15.5,2,2,1,1,1,1,51.01,76.65,485.1301,474.7332,540.0409999999999
United Kingdom,0,15.5,1,2,1,1,1,1,24.16,76.65,555.5459999999999,570.0845,576.6878
United Kingdom,0,15.58,2,2,1,2,1,1,70.34,39.02,537.241,499.5935,546.1954
United Kingdom,1,16.0,2,2,3,1,2,1,16.36,54.27,706.6599,599.8669,673.9463
United Kingdom,0,16.17,1,2,1,3,1,1,30.34,68.7,469.0061,504.6458,470.6639
United Kingdom,0,15.67,1,2,1,1,1,1,26.62,24.98,467.8377,464.2277,495.0019
United Kingdom,1,15.83,1,1,1,4,1,1,88.31,68.7,689.2117,653.88,670.5893
United Kingdom,1,15.67,1,1,1,1,1,1,75.13,62.39,479.2102,474.3659,486.5162
United Kingdom,1,15.33,1,2,1,1,1,1,51.5,68.88,497.9047,557.6891,530.9959
United Kingdom,1,15.42,2,2,1,3,1,1,23.88,21.64,523.7654,482.1502,492.0179
United Kingdom,1,15.5,1,1,4,1,1,1,65.23,72.96,593.7919,607.81,613.9873
United Kingdom,0,15.75,2,1,1,2,1,1,74.66,66.42,671.3739999999999,692.7821,728.0306
United Kingdom,1,16.0,1,1,1,1,1,2,25.06,21.64,424.7624,437.0334,481.20099999999996
United Kingdom,1,15.83,2,2,1,2,2,1,14.21,26.64,337.9109,376.6658,388.978
United Kingdom,1,15.67,3,3,2,1,1,1,33.76,71.39,454.2063,503.1994,430.56699999999995
United Kingdom,0,15.92,2,1,1,1,1,2,80.78,24.98,501.1762,528.2230000000001,544.5169999999999
United Kingdom,0,15.83,2,2,1,2,1,1,70.34,26.64,662.5721,642.2596,674.0395
United Kingdom,0,15.75,2,2,2,1,1,1,46.38,73.91,470.8755,449.3116,483.7188
United Kingdom,1,15.83,2,3,2,4,2,1,33.76,68.54,612.4864,608.8427,599.3473
United Kingdom,1,15.83,2,2,1,1,1,1,88.7,30.9,589.0403,608.6044,562.7937
United Kingdom,1,16.0,2,2,1,2,1,1,72.83,85.41,455.9199,458.4797,488.6609
United Kingdom,1,15.33,2,2,1,4,1,1,16.38,24.98,441.899,431.4732,502.6483
United Kingdom,0,16.17,1,1,1,1,1,1,28.48,21.2,471.4208,473.0491,527.2659
United Kingdom,1,16.17,2,2,1,1,1,1,51.5,70.5,512.0813,536.1633,513.4651
United Kingdom,1,15.58,2,2,1,1,1,1,26.62,59.18,449.8442,410.2651,394.1999
United Kingdom,0,16.17,2,2,1,1,1,1,71.39,62.39,680.4097,687.4893,745.7479
United Kingdom,1,15.5,2,1,4,1,2,1,21.64,21.82,405.99,449.7423,443.4353
United Kingdom,1,16.08,2,2,1,2,1,1,30.34,28.48,531.399,561.7401,573.0511
United Kingdom,1,15.5,2,2,1,1,2,1,23.57,16.38,429.436,471.1887,432.7117
United Kingdom,1,15.42,3,2,1,1,1,1,19.66,24.53,477.7302,518.8473,475.0466
United Kingdom,0,16.08,3,2,1,4,2,1,72.3,50.15,423.9056,538.0067,489.9664
United Kingdom,0,15.92,3,4,1,1,1,1,30.34,43.85,485.5196,465.9118,482.1335
United Kingdom,1,16.17,1,2,1,2,1,1,33.83,70.5,574.2405,568.0945,603.0772
United Kingdom,0,15.58,1,1,1,1,1,2,28.52,60.92,557.026,584.0383,646.9041
United Kingdom,1,16.0,1,2,1,1,1,1,50.15,43.33,593.8698,621.1545,562.887
United Kingdom,1,15.33,2,2,1,1,1,1,22.75,76.98,374.8325,405.1815,405.11
United Kingdom,1,15.67,2,1,3,1,1,1,71.39,62.39,510.6013,531.0003,540.6005
United Kingdom,1,15.33,1,2,1,1,1,1,76.98,76.49,605.398,587.158,617.8105
United Kingdom,0,15.58,1,1,1,1,1,1,82.41,57.03,585.2236,588.85,622.6595
United Kingdom,1,15.5,2,2,1,4,1,1,30.78,31.08,475.3155,548.9517,475.9791
United Kingdom,1,16.17,2,2,1,1,1,1,65.01,43.33,504.9151,531.4768,502.0888
United Kingdom,0,15.67,2,2,1,1,1,1,17.79,39.02,492.53,491.0127,546.1954
United Kingdom,0,15.83,1,3,1,1,1,1,28.48,68.7,500.7867,509.9386,564.8452
United Kingdom,0,15.33,1,2,1,1,1,1,75.43,54.27,464.9556,460.218,433.3644
United Kingdom,1,16.0,2,1,1,2,1,1,36.35,51.93,348.5044,393.1875,375.4569
United Kingdom,0,15.25,3,2,1,2,1,1,51.56,28.48,363.2264,303.9189,341.7009
United Kingdom,0,15.5,2,2,1,2,2,1,17.56,39.02,439.6401,471.3651,457.5159
United Kingdom,0,15.5,3,4,1,1,1,1,33.76,24.53,657.6647,717.9632,753.2078
United Kingdom,0,15.92,2,2,1,1,1,1,71.39,39.02,575.0195,599.8367,639.4442
United Kingdom,1,15.58,2,2,1,4,1,1,59.89,61.82,527.9716,572.8604,556.8258
United Kingdom,1,15.75,1,1,1,4,1,1,72.96,44.94,618.3284,663.4118,751.7158
United Kingdom,0,16.17,2,3,1,1,1,1,16.5,70.5,569.6448,609.7006,615.1996
United Kingdom,0,16.0,2,2,1,1,1,1,51.56,75.5,529.8411,536.4830000000001,506.0985
United Kingdom,0,15.25,2,1,1,2,1,1,88.7,68.7,493.3089,574.1744,542.7452
United Kingdom,0,15.67,1,1,1,1,1,1,70.4,72.96,597.9202,579.7078,632.0776
United Kingdom,1,15.75,2,2,1,2,1,1,33.76,43.33,516.5992,541.0880000000001,514.3044
United Kingdom,1,16.08,2,1,1,1,1,1,71.39,51.01,579.6931,630.845,570.2536
United Kingdom,0,15.25,3,2,1,2,1,1,76.65,39.02,532.1779,441.8535,486.3297
United Kingdom,1,16.08,1,1,1,1,1,1,28.48,70.4,362.8369,426.7073,441.1973
United Kingdom,1,15.83,2,2,1,1,1,1,31.15,21.64,532.1,542.1206,497.7061
United Kingdom,0,15.25,1,2,1,1,1,1,51.01,82.41,444.3916,472.56800000000004,456.6766
United Kingdom,1,15.75,1,2,1,1,1,1,70.34,26.64,494.1658,467.7732,519.3398
United Kingdom,1,15.75,2,2,2,1,1,1,62.39,65.01,543.9399,580.0092,590.6751
United Kingdom,1,16.08,3,2,1,1,1,1,31.15,28.48,543.3167,584.219,593.7523
United Kingdom,1,15.67,1,1,1,1,2,1,26.62,68.7,484.7406,504.5497,515.7031
United Kingdom,1,15.83,1,2,1,1,1,1,30.78,70.5,441.9769,489.29900000000004,474.3006
United Kingdom,0,15.25,1,3,1,2,1,1,14.57,57.04,385.0366,382.5095,463.4838
United Kingdom,0,16.17,2,2,1,3,1,1,18.13,58.77,520.6496,458.5339,578.7393
United Kingdom,0,15.92,2,2,1,1,1,1,45.76,51.56,511.1466,509.2169,532.0216
United Kingdom,0,15.92,1,3,1,1,1,2,50.9,76.49,466.6693,439.6882,519.1533
United Kingdom,1,15.42,1,3,1,4,1,1,59.89,59.89,575.8763,516.4644,537.1503
United Kingdom,1,16.0,2,2,1,2,1,1,26.62,68.7,489.4142,525.4401,483.7188
United Kingdom,1,16.08,3,3,1,1,1,1,16.38,31.08,542.4599,605.2683,602.0515
United Kingdom,0,15.92,2,1,1,4,1,1,57.03,39.02,458.4904,495.5036,480.0821
United Kingdom,1,15.33,1,2,1,2,1,1,29.16,64.4,511.4582,537.0369999999999,574.2633
United Kingdom,1,15.67,2,2,2,2,1,1,24.09,73.38,386.7503,415.031,435.2294
United Kingdom,0,15.58,1,1,1,1,1,1,57.68,76.49,430.1371,489.89,429.3547
United Kingdom,1,15.92,2,2,1,1,1,1,41.27,51.01,587.0151,578.3411,568.6684
United Kingdom,1,15.58,1,1,1,1,1,1,73.38,68.7,509.7445,555.1473,496.0276
United Kingdom,0,15.75,3,2,4,1,2,1,25.78,50.15,526.4138,510.0188,507.404
United Kingdom,1,15.5,1,1,2,1,1,2,20.91,24.98,490.8942,560.1514,520.0858
United Kingdom,0,16.08,2,1,1,3,1,1,62.45,62.39,553.6766,506.811,585.7329
United Kingdom,1,15.92,2,3,1,1,2,1,29.18,26.64,479.2881,518.8473,500.7833
United Kingdom,0,15.25,1,1,1,2,1,1,73.38,88.7,645.2017,648.7553,645.3189
United Kingdom,0,15.25,1,1,1,2,1,2,77.1,68.7,607.1117,570.8063,588.9966
United Kingdom,0,15.5,2,1,3,2,1,1,72.96,39.02,445.7158,500.3153,457.3294
United Kingdom,0,16.17,1,2,3,1,1,2,20.91,26.64,563.6469999999999,500.3153,583.5882
United Kingdom,0,15.33,1,1,1,2,1,1,70.34,57.97,582.1078,548.7528,607.7396
United Kingdom,0,15.25,1,1,1,1,1,1,71.55,58.77,510.0561,558.9375,582.003
United Kingdom,1,15.83,2,2,1,1,1,1,55.96,24.98,502.5783,520.4359,511.5069
United Kingdom,1,15.67,1,2,1,1,2,1,43.85,23.57,498.37199999999996,510.1099,537.2436
United Kingdom,1,15.42,1,1,1,2,1,1,76.49,67.94,473.7576,532.3506,514.4909
United Kingdom,0,15.42,1,1,1,1,1,2,75.5,30.9,442.67800000000005,393.7368,397.2771
United Kingdom,1,15.92,1,1,1,1,1,1,26.13,58.77,407.7037,420.194,437.9336
United Kingdom,0,15.83,2,2,3,2,2,1,30.34,14.21,406.1458,423.9701,465.2555
United Kingdom,1,16.17,1,1,1,1,1,1,22.77,26.64,569.6448,591.3678,581.63
United Kingdom,0,15.5,2,3,1,1,1,1,22.77,70.5,346.8687,407.3698,392.6147
United Kingdom,1,16.08,1,1,1,1,1,1,30.59,62.45,529.0622,519.6416,571.3726
United Kingdom,0,16.0,1,3,2,1,1,1,86.72,80.46,631.8819,607.8561,607.7396
United Kingdom,0,15.42,5,1,1,4,1,1,43.85,43.85,406.1458,394.2981,467.1205
United Kingdom,0,15.33,2,1,1,1,1,1,51.5,68.54,498.7615,478.74300000000005,452.6669
United Kingdom,0,15.33,2,2,1,1,1,1,33.76,33.76,481.2354,485.9605,455.1846
United Kingdom,1,15.5,2,3,1,3,1,1,33.76,24.53,527.5822,603.0442,553.0026
United Kingdom,0,16.08,2,2,1,2,1,1,28.48,51.56,383.6345,339.4451,415.6471
United Kingdom,1,15.83,2,1,1,1,1,1,70.5,14.21,389.6323,383.0203,398.8624
United Kingdom,1,15.58,1,3,4,1,1,1,17.79,82.41,588.8067,653.0063,636.6468
United Kingdom,0,15.92,1,1,1,1,1,1,26.92,26.64,511.0687,487.00300000000004,550.8579
United Kingdom,0,15.5,1,2,1,2,1,1,85.41,23.47,539.2662,550.1161,683.9239
United Kingdom,1,15.5,1,1,1,4,1,1,86.81,43.85,759.7056,725.6062,758.8027
United Kingdom,0,15.33,1,1,1,2,2,1,57.03,60.93,589.1182,500.3955,541.8128
United Kingdom,0,16.17,1,3,1,1,1,1,50.15,76.49,490.8942,453.0005,448.93699999999995
United Kingdom,1,15.33,2,2,2,2,1,1,50.15,50.15,557.9607,584.7751,576.6878
United Kingdom,1,16.08,1,1,1,2,1,1,59.89,54.27,489.1027,524.3281,462.2715
United Kingdom,0,15.33,2,2,3,3,2,1,48.1,44.94,571.2027,527.1002,572.3051
United Kingdom,0,15.25,1,3,1,2,1,1,25.63,62.13,588.573,635.844,602.238
United Kingdom,0,16.17,2,1,1,1,1,1,17.79,17.79,535.6052,518.76,577.0608
United Kingdom,0,16.08,2,2,1,1,1,1,20.95,51.01,581.7183,461.9021,530.7162
United Kingdom,0,15.25,1,2,1,2,1,1,51.5,48.1,613.1874,592.6192,597.4823
United Kingdom,1,15.75,2,2,1,2,1,1,27.52,70.09,617.5495,613.3702,605.3152
United Kingdom,0,15.58,1,3,1,1,1,1,29.73,21.64,533.8137,479.7855,501.436
United Kingdom,1,15.33,2,2,1,1,1,1,51.01,78.86,494.711,535.7661,550.8579
United Kingdom,1,15.33,2,2,1,2,1,1,36.35,49.3,501.0204,514.0815,496.5871
United Kingdom,0,15.75,2,2,1,1,1,1,68.7,14.21,456.3873,458.6141,461.3391
United Kingdom,0,15.33,1,1,1,2,1,1,74.79,75.43,600.8802,555.5693,626.2962
United Kingdom,0,15.42,1,2,1,1,1,1,62.39,75.5,522.1296,545.3044,574.4498
United Kingdom,0,15.92,2,2,1,1,1,2,51.56,43.33,477.3407,435.4379,511.1339
United Kingdom,1,15.42,2,2,1,1,1,1,78.86,76.65,425.5414,496.8449,438.9593
United Kingdom,1,15.67,1,2,1,1,1,1,79.05,68.54,425.9308,468.8058,514.8639
United Kingdom,1,15.5,2,2,1,1,1,1,28.48,24.98,363.9274,421.9415,363.2413
United Kingdom,1,16.08,1,1,1,1,1,1,62.79,73.91,585.6909,514.002,568.5752
United Kingdom,1,15.75,1,1,1,2,1,2,58.07,65.01,578.1352,671.3549,621.5405
United Kingdom,1,15.25,1,1,1,1,1,1,58.07,58.77,533.8137,538.7051,523.163
United Kingdom,1,16.08,1,2,1,2,1,1,49.3,76.65,615.0569,575.9582,605.9679
United Kingdom,1,15.75,1,2,1,1,1,1,59.89,50.15,387.3734,358.3967,430.2872
United Kingdom,1,15.42,2,2,1,3,1,1,79.74,30.34,480.76800000000003,479.9261,485.5837
United Kingdom,1,15.42,2,2,1,1,1,1,82.31,68.7,562.3228,562.4549,615.1996
United Kingdom,1,15.33,1,1,1,2,1,1,78.86,43.33,533.6579,571.5101,576.0351
United Kingdom,0,16.08,1,1,1,1,1,1,61.57,85.41,598.3876,607.0542,609.6046
United Kingdom,1,15.25,1,1,1,1,1,1,51.5,43.51,470.564,485.7246,501.436
United Kingdom,1,15.92,1,1,1,1,1,1,63.03,75.5,760.8739999999999,721.3964,810.4625
United Kingdom,0,15.75,2,2,1,2,1,1,43.85,68.7,483.5722,489.9702,528.8512
United Kingdom,1,15.42,2,1,1,1,1,1,64.4,74.7,600.1013,653.7212,627.2286
United Kingdom,0,15.33,2,2,1,1,1,1,60.92,58.77,501.8772,473.1293,550.5781
United Kingdom,1,16.25,1,1,1,1,1,1,51.01,14.21,401.4722,366.1015,387.85900000000004
United Kingdom,0,15.58,2,2,1,1,1,1,23.57,28.48,323.6563,306.5653,379.2801
United Kingdom,1,15.42,2,1,1,2,1,1,51.56,44.94,564.8933,595.8954,619.862
United Kingdom,1,15.33,3,3,1,1,2,1,25.95,28.48,335.1846,312.565,373.6852
United Kingdom,1,15.92,2,2,1,1,1,1,63.03,75.54,388.7755,375.3155,382.0776
United Kingdom,1,15.75,2,2,1,1,1,1,30.78,24.98,551.8071,586.9991,550.7646
United Kingdom,0,16.0,2,2,1,1,1,1,30.59,14.21,574.2405,580.5098,542.1858
United Kingdom,0,15.25,2,2,1,2,1,1,46.38,24.53,623.3136,619.8853,593.5658
United Kingdom,0,15.67,2,1,1,1,1,1,65.12,24.98,420.0888,418.5971,403.8046
United Kingdom,1,15.42,1,3,1,2,1,2,44.72,48.1,534.5147,566.5059,549.7389
United Kingdom,1,15.5,3,2,1,1,1,1,30.78,24.53,489.4142,460.3067,450.1492
United Kingdom,0,15.75,1,1,1,1,1,1,79.74,43.33,516.6771,457.8924,507.3107
United Kingdom,1,15.67,2,3,1,1,1,1,30.34,31.08,279.17900000000003,352.6776,320.4401
United Kingdom,1,15.58,1,1,1,2,1,1,50.15,68.7,443.379,523.6132,486.5162
United Kingdom,1,15.58,2,2,1,1,1,1,43.33,24.98,566.2175,645.0632,620.7945
United Kingdom,0,15.67,1,2,1,1,1,1,50.15,25.04,427.4887,459.4963,521.3913
United Kingdom,1,16.0,2,3,4,2,2,1,25.04,30.9,518.3907,522.2628,491.1787
United Kingdom,0,15.92,2,2,3,1,1,1,77.1,70.09,424.0614,432.0697,436.0686
United Kingdom,0,16.0,2,2,1,2,1,1,79.05,48.66,451.2463,453.0807,469.0787
United Kingdom,0,15.5,3,3,3,3,1,2,23.8,26.64,509.5887,505.2071,547.1279
United Kingdom,0,15.83,2,2,1,2,1,1,18.08,26.64,558.6618,522.048,556.2663
United Kingdom,1,15.42,1,1,1,2,1,1,70.34,75.5,624.2483,679.1391,716.7475
United Kingdom,1,15.67,2,1,1,1,1,1,35.34,35.34,485.3638,515.9084,494.9086
United Kingdom,1,15.83,1,1,1,1,1,1,51.5,68.7,482.0922,499.7044,499.5711
United Kingdom,1,15.83,1,2,1,1,1,1,79.74,51.01,533.0347,531.5563,572.0254
United Kingdom,1,15.83,2,1,1,2,1,1,77.1,43.33,427.3329,473.4922,480.0821
United Kingdom,1,16.17,1,2,4,2,1,1,26.85,28.48,478.5091,540.5319999999999,534.0731
United Kingdom,1,16.17,1,1,2,2,1,1,62.39,75.25,595.3497,663.4118,648.4894
United Kingdom,0,15.75,2,2,1,1,1,1,30.78,68.7,471.4208,485.9605,433.1779
United Kingdom,0,15.92,2,1,1,1,1,1,50.15,62.13,505.0709,453.7223,523.7225
United Kingdom,1,16.17,2,1,1,2,1,1,76.49,24.98,510.5234,524.1692,593.0063
United Kingdom,0,16.0,2,1,1,1,1,1,57.03,24.53,472.2776,444.4999,433.3644
United Kingdom,0,15.75,1,1,1,2,1,1,65.12,43.33,631.1030000000001,598.9545,596.27
United Kingdom,1,15.5,1,1,1,1,1,1,79.49,68.7,508.2645,575.4816,567.6427
United Kingdom,0,15.33,2,2,1,1,1,1,47.74,24.53,347.7255,297.2628,379.4666
United Kingdom,1,16.0,2,1,1,2,2,1,33.76,26.64,449.6884,452.9196,448.564
United Kingdom,1,15.75,1,1,1,2,1,1,73.38,76.49,531.4769,598.2783,504.8862
United Kingdom,0,16.0,1,1,1,1,1,1,50.73,44.94,568.009,614.9934,618.6498
United Kingdom,0,15.33,2,2,2,2,1,1,57.03,52.72,475.0818,484.2764,443.6218
United Kingdom,1,15.67,1,2,1,1,1,1,30.34,68.7,430.9939,395.7292,455.0914
United Kingdom,1,15.25,1,1,4,2,1,1,17.69,30.9,548.5356,589.5409,537.8031
United Kingdom,0,15.67,1,2,1,2,1,1,30.34,68.7,637.8018,596.6289,641.6822
United Kingdom,0,15.92,1,1,2,1,1,1,63.03,74.79,606.7222,562.867,604.9422
United Kingdom,0,16.0,1,1,1,1,1,1,51.56,68.7,573.5395,481.1488,579.4853
United Kingdom,1,15.83,2,2,1,1,1,1,43.33,24.98,465.7345,518.7679,524.7482
United Kingdom,0,15.58,1,1,1,1,1,1,43.85,79.74,526.7253,485.1585,511.6934
United Kingdom,0,15.33,2,2,1,4,1,2,17.56,68.7,452.0252,458.13300000000004,498.6386
United Kingdom,1,15.92,2,2,1,1,1,1,23.57,25.2,445.1706,495.2563,503.301
United Kingdom,0,15.92,1,1,1,4,1,2,85.41,76.49,645.5912,684.8428,747.9858
United Kingdom,1,15.67,1,1,4,2,1,1,88.7,75.43,548.6135,527.5847,569.7874
United Kingdom,1,15.25,2,2,1,4,1,1,51.56,72.94,418.6088,442.3552,440.0783
United Kingdom,0,16.17,2,1,1,1,1,1,30.9,24.53,509.6666,497.9896,520.7385
United Kingdom,0,15.25,2,1,1,2,1,1,75.5,68.7,677.995,641.2972,717.0272
United Kingdom,0,16.17,2,1,1,1,1,1,51.5,50.57,406.6911,414.026,455.7441
United Kingdom,0,15.58,2,2,1,2,1,1,18.08,41.22,467.8377,460.218,489.4069
United Kingdom,0,16.0,2,2,3,2,1,1,28.7,25.06,412.2215,407.3698,391.216
United Kingdom,1,15.75,1,1,1,1,1,1,25.78,24.98,385.8155,392.55199999999996,335.7329
United Kingdom,1,16.17,2,1,1,2,1,1,78.86,30.9,497.8268,528.6173,505.166
United Kingdom,0,15.67,1,1,1,4,1,1,79.74,44.94,507.95300000000003,551.1586,553.6554
United Kingdom,1,15.5,1,1,1,1,1,1,79.05,79.49,673.633,689.6239999999999,657.5345
United Kingdom,0,15.83,2,2,1,1,1,1,39.04,76.65,562.5565,485.1585,520.8318
United Kingdom,0,15.25,1,2,1,2,1,1,22.16,68.7,511.6919,570.8864,570.4401
United Kingdom,0,15.42,1,1,1,1,1,1,17.79,68.7,545.5756,507.3724,536.1246
United Kingdom,1,15.67,1,3,2,1,1,2,43.85,70.34,670.9067,721.3964,708.7281
United Kingdom,0,15.83,2,3,1,4,1,2,25.95,25.04,412.4552,369.1171,430.56699999999995
United Kingdom,0,15.33,2,2,2,2,1,1,59.89,48.66,481.54699999999997,467.5157,477.1913
United Kingdom,1,16.08,1,2,1,2,1,1,17.55,24.98,515.976,577.4674,573.1443
United Kingdom,1,16.17,2,2,1,1,1,1,37.83,24.98,579.6931,622.1076,602.8907
United Kingdom,0,15.83,2,1,1,3,1,1,30.59,31.08,470.4082,418.5169,498.6386
United Kingdom,1,15.42,2,1,1,3,1,1,28.52,31.08,383.1672,384.5295,371.8202
United Kingdom,0,15.5,2,2,1,1,1,2,25.95,39.02,620.1979,554.1258,601.0257
United Kingdom,1,15.58,2,2,3,1,1,1,33.76,16.38,453.8168,421.0677,494.0694
United Kingdom,1,15.58,3,2,1,4,1,1,26.64,26.64,540.7462,531.4768,500.2238
United Kingdom,1,15.83,2,2,1,1,1,1,74.66,68.7,563.4912,630.6862,649.6084
United Kingdom,0,15.67,1,2,1,1,1,1,51.56,24.98,652.2901,672.5731,736.6095
United Kingdom,0,15.33,3,3,1,1,1,1,25.95,68.55,500.3973,407.2095,497.6128
United Kingdom,1,15.83,1,1,1,4,1,1,73.38,73.91,539.3441,572.6221,581.8165
United Kingdom,0,15.42,3,3,2,1,1,1,13.35,14.21,550.2493,553.9654,568.4819
United Kingdom,1,15.42,2,2,1,1,1,1,76.65,48.66,480.76800000000003,514.7963,511.4137
United Kingdom,0,16.0,3,3,1,1,1,1,18.02,81.13,467.2924,516.3542,537.8031
United Kingdom,0,15.25,1,1,1,1,1,1,51.01,65.01,481.54699999999997,477.8608,527.2659
United Kingdom,1,15.92,2,2,1,1,1,1,25.51,59.18,571.9816,545.8539,511.9731
United Kingdom,0,15.67,2,2,1,2,1,1,79.05,31.08,485.5974,516.274,533.0474
United Kingdom,1,15.75,3,3,1,2,2,1,25.78,24.53,399.9922,443.6261,458.5416
United Kingdom,1,15.25,2,2,1,1,1,1,60.93,68.7,561.7775,607.81,590.7684
United Kingdom,0,15.58,2,2,1,1,1,1,24.53,18.13,569.8006,559.98,590.0224
United Kingdom,0,15.25,2,2,2,1,1,1,75.5,50.15,371.9505,371.5229,383.9426
United Kingdom,0,15.25,2,2,1,1,1,1,68.7,68.7,529.8411,570.9666,580.6975
United Kingdom,1,15.83,1,1,1,2,1,1,71.72,68.7,600.8023,588.9849,592.8198
United Kingdom,1,15.25,1,1,1,2,1,1,80.46,72.3,614.9011,655.3098,685.9754
United Kingdom,0,16.08,1,3,1,2,1,1,22.16,86.72,648.2396,640.7359,610.3506
United Kingdom,1,15.25,2,2,1,1,1,2,29.16,39.02,443.9243,492.5556,437.0944
United Kingdom,0,16.0,1,1,1,4,1,1,72.27,44.94,570.0343,562.9472,598.7878
United Kingdom,0,15.42,1,2,1,1,1,1,29.18,76.65,498.9173,478.9835,548.9929
United Kingdom,0,15.67,1,1,1,2,1,1,88.7,68.88,656.029,606.974,692.3163
United Kingdom,0,16.08,2,2,1,1,1,1,46.38,44.94,364.23900000000003,414.5072,396.1581
United Kingdom,1,15.58,1,3,3,2,1,1,23.8,50.15,528.2832,616.4680000000001,546.8482
United Kingdom,1,16.0,2,2,1,1,1,1,33.76,28.48,484.5848,521.4685,535.9381
United Kingdom,0,16.17,2,2,1,2,1,2,23.8,24.98,690.5359,706.7359,787.7098
United Kingdom,1,15.5,2,2,1,2,1,1,51.63,68.54,487.9343,545.6156,532.3946
United Kingdom,0,16.17,2,1,1,4,1,1,82.41,68.7,599.4781,619.0032,636.74
United Kingdom,1,15.42,2,2,1,2,1,1,51.01,44.94,392.1249,413.8395,379.1869
United Kingdom,0,15.25,2,3,3,2,2,1,17.56,16.38,594.8045,541.2145,591.9806
United Kingdom,0,15.92,1,2,1,2,1,1,79.05,51.93,525.8685,486.20099999999996,467.8665
United Kingdom,1,16.17,3,3,1,1,1,1,60.92,14.21,492.7637,534.6541,516.4491
United Kingdom,0,15.67,2,2,1,1,1,1,25.95,64.4,440.4191,440.009,454.0656
United Kingdom,1,15.33,2,2,1,1,1,1,30.49,31.08,415.0257,443.3879,471.9694
United Kingdom,1,15.5,1,1,1,2,1,1,26.64,39.02,548.224,495.01800000000003,533.5136
United Kingdom,0,15.58,2,2,1,2,2,1,79.05,28.48,530.62,516.4344,554.4013
United Kingdom,1,15.83,1,2,1,1,1,1,70.5,56.0,433.4865,445.2148,436.1619
United Kingdom,0,16.08,2,2,1,4,1,1,26.85,24.79,542.7715,509.2169,587.5979
United Kingdom,0,15.33,3,3,1,2,1,1,31.15,30.9,525.4012,496.6263,595.6173
United Kingdom,1,15.83,1,1,1,1,1,1,82.41,68.7,561.0765,614.1645,572.0254
United Kingdom,1,15.42,1,2,1,1,1,1,57.03,70.89,503.4351,536.5604,507.9634
United Kingdom,1,15.58,2,3,1,1,1,1,51.01,44.94,592.0782,612.8142,595.6173
United Kingdom,0,15.83,2,2,1,1,2,2,67.11,67.11,492.4521,522.8499,513.5584
United Kingdom,0,16.17,1,3,1,1,1,1,79.05,68.7,540.0452,505.4477,540.6005
United Kingdom,1,15.42,3,1,1,2,1,1,71.39,31.08,370.1589,380.6374,380.0261
United Kingdom,1,16.0,2,1,1,2,1,1,79.05,68.7,452.96,462.6896,443.6218
United Kingdom,1,15.83,3,3,1,3,1,1,26.85,68.7,447.04,500.4987,428.702
United Kingdom,0,15.67,3,3,1,1,1,1,50.15,28.48,548.7693,588.85,562.9802
United Kingdom,0,15.75,1,2,1,2,1,1,71.39,24.98,453.8168,414.5072,497.7993
United Kingdom,1,15.33,2,2,4,3,1,1,20.91,33.83,576.5773,595.0217,611.1899
United Kingdom,0,15.25,3,3,1,4,1,1,58.07,28.48,569.489,592.0578,621.727
United Kingdom,0,15.42,2,2,1,2,2,1,76.65,43.85,523.3759,545.2242,598.4148
United Kingdom,0,15.75,1,1,1,2,1,1,70.34,26.64,546.1209,446.1038,534.0731
United Kingdom,1,15.33,3,2,1,3,1,1,75.43,28.48,499.6183,529.0145,515.3301
United Kingdom,1,15.67,1,1,1,1,1,1,75.54,68.54,508.7319,508.7596,515.4233
United Kingdom,0,15.33,1,2,1,2,1,1,75.43,58.77,528.2053,527.1002,459.4741
United Kingdom,1,15.83,1,1,1,1,1,1,51.01,43.85,441.0422,483.8977,481.8538
United Kingdom,1,15.67,3,2,1,1,1,1,25.06,51.56,572.8384,537.6725,583.6815
United Kingdom,1,15.58,3,2,1,1,2,1,52.72,70.5,482.6375,516.385,522.044
United Kingdom,0,15.67,2,2,1,1,1,1,25.06,16.5,386.2829,342.3321,356.9004
